File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
coffeemachine_5_12,6578,5,12,6 states,8 symbols,70,3,8,34,0.0446,7,6,833,9879,SAT,0.236,48,48,2,48,0,46,1.0,0.04,1.0,0.1,0.5,0.5,0.375,27.27,0.0,,7,6,833,9879,SAT,0.4643,48,48,37,48,0,11,1.00,0.77,1.00,0.90,0.90,0.90,0.4583333333333333
coffeemachine_6_12,9998,6,12,6 states,8 symbols,70,2,5,33,0.0192,6,5,636,6458,SAT,0.175,48,48,28,43,5,20,0.85,0.58,0.9,0.7,0.7,0.7,0.3208333333333333,28.57,0.0,,6,5,636,6458,SAT,0.3208,48,48,31,43,5,17,0.86,0.65,0.90,0.70,0.80,0.80,0.3208333333333333
coffeemachine_8_12,5553,8,12,6 states,8 symbols,70,4,2,34,0.014,5,4,475,4205,SAT,0.0841,48,48,34,43,5,14,0.87,0.71,0.9,0.8,0.8,0.8,0.4166666666666666,66.67,0.0,,5,4,475,4205,SAT,0.1363,48,48,41,37,11,7,0.79,0.85,0.77,0.80,0.80,0.80,0.41666666666666663
coffeemachine_9_12,2925,9,12,6 states,8 symbols,73,5,3,35,0.0223,7,6,840,9705,SAT,0.2349,48,48,20,42,6,28,0.77,0.42,0.88,0.5,0.6,0.6,0.4682971014492754,62.5,0.0,,7,6,840,9705,SAT,0.4508,48,48,38,39,9,10,0.81,0.79,0.81,0.80,0.80,0.80,0.5
coffeemachine_3_12,5795,3,12,6 states,8 symbols,71,2,4,33,0.0141,5,4,470,4144,SAT,0.1119,48,48,41,45,3,7,0.93,0.85,0.94,0.9,0.9,0.9,0.46875,33.33,0.0,,5,4,470,4144,SAT,0.2007,48,48,44,40,8,4,0.85,0.92,0.83,0.90,0.90,0.90,0.46875
coffeemachine_1_12,8014,1,12,6 states,8 symbols,69,3,3,32,0.0131,6,5,630,6298,SAT,0.1648,48,48,31,38,10,17,0.76,0.65,0.79,0.7,0.7,0.7,0.4125,50.0,0.0,,6,5,630,6298,SAT,0.3038,48,48,38,40,8,10,0.83,0.79,0.83,0.80,0.80,0.80,0.4125
coffeemachine_4_12,8307,4,12,6 states,8 symbols,70,4,3,32,0.0196,6,5,630,6370,SAT,0.1796,48,48,26,44,4,22,0.87,0.54,0.92,0.7,0.7,0.7,0.4125,57.14,0.0,,6,5,630,6370,SAT,0.3137,48,48,38,40,8,10,0.83,0.79,0.83,0.80,0.80,0.80,0.4125
coffeemachine_7_12,8829,7,12,6 states,8 symbols,69,3,3,33,0.0143,5,4,470,4144,SAT,0.1139,48,48,39,42,6,9,0.87,0.81,0.88,0.8,0.8,0.8,0.4166666666666666,50.0,0.0,,5,4,470,4144,SAT,0.2256,48,48,46,42,6,2,0.88,0.96,0.88,0.90,0.90,0.90,0.41666666666666663
coffeemachine_0_12,3681,0,12,6 states,8 symbols,69,2,3,33,0.0142,5,4,470,4094,SAT,0.1352,48,48,31,44,4,17,0.89,0.65,0.92,0.7,0.8,0.8,0.2604166666666667,40.0,0.0,,5,4,470,4094,SAT,0.1984,48,48,34,42,6,14,0.85,0.71,0.88,0.80,0.80,0.80,0.36458333333333337
coffeemachine_2_12,5315,2,12,6 states,8 symbols,70,3,7,33,0.0428,7,6,826,9661,SAT,0.2105,48,48,5,47,1,43,0.83,0.1,0.98,0.2,0.5,0.5,0.2613636363636363,30.0,0.0,,7,6,826,9661,SAT,0.3525,48,48,7,47,1,41,0.88,0.15,0.98,0.30,0.60,0.60,0.26136363636363635
