File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
coffeemachine_3_400,1671,3,400,6 states,8 symbols,3748,8,0,1579,403.582,7,6,11648,194985,SAT,4.5849,1600,1600,1600,1600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,7,6,11648,194985,SAT,3.3724,1600,1600,1600,1600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_2_400,9825,2,400,6 states,8 symbols,3693,9,0,1585,471.9101,7,6,11690,195803,SAT,2.4188,1600,1600,1600,1600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,100.0,0.0,,7,6,11690,195803,SAT,3.7952,1600,1600,1600,1600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_8_400,1306,8,400,6 states,8 symbols,3788,8,1,1516,308.5874,7,6,11207,187523,SAT,3.0435,1600,1600,1515,1600,0,85,1.0,0.95,1.0,1.0,1.0,1.0,0.9166666666666666,88.89,0.0,,7,6,11207,187523,SAT,3.0226,1600,1600,1534,1600,0,66,1.00,0.96,1.00,1.00,1.00,1.00,0.9583333333333334
coffeemachine_1_400,8822,1,400,6 states,8 symbols,3788,10,0,1330,534.6054,7,6,9905,165301,SAT,2.3655,1600,1600,1600,1600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,7,6,9905,165301,SAT,2.8570,1600,1600,1600,1600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.9583333333333334
coffeemachine_0_400,1185,0,400,6 states,8 symbols,3764,9,0,1655,448.5667,7,6,12180,204203,SAT,3.3083,1600,1600,1600,1600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,7,6,12180,204203,SAT,3.7283,1600,1600,1600,1600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_4_400,4047,4,400,6 states,8 symbols,3666,10,0,1229,462.048,7,6,9198,153181,SAT,2.5699,1600,1600,1600,1600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,100.0,0.0,,7,6,9198,153181,SAT,3.0065,1600,1600,1600,1600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.9583333333333334
coffeemachine_9_400,6919,9,400,6 states,8 symbols,3717,9,0,1648,202.1659,7,6,12131,203363,SAT,1.4836,1600,1600,1600,1600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,7,6,12131,203363,SAT,3.0494,1600,1600,1600,1600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_6_400,6913,6,400,6 states,8 symbols,3748,9,0,1757,311.5054,7,6,12894,216443,SAT,3.6465,1600,1600,1600,1600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,7,6,12894,216443,SAT,2.1397,1600,1600,1600,1600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_5_400,2212,5,400,6 states,8 symbols,3711,9,0,1768,335.7431,7,6,12971,217763,SAT,3.497,1600,1600,1600,1600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,100.0,0.0,,7,6,12971,217763,SAT,1.5979,1600,1600,1600,1600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_7_400,6434,7,400,6 states,8 symbols,3764,9,0,1770,307.0443,7,6,12985,218003,SAT,3.6555,1600,1600,1600,1600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,100.0,0.0,,7,6,12985,218003,SAT,1.7432,1600,1600,1600,1600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.9583333333333334
