File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
coffeemachine_7_50,8829,7,50,6 states,8 symbols,468,7,1,210,0.7968,6,5,1698,22106,SAT,0.1974,200,200,113,194,6,87,0.95,0.56,0.97,0.7,0.8,0.8,0.6875,87.5,0.0,,6,5,1698,22106,SAT,0.4313,200,200,138,195,5,62,0.97,0.69,0.97,0.80,0.80,0.80,0.6875
coffeemachine_8_50,5553,8,50,6 states,8 symbols,483,5,3,211,1.0977,8,7,2464,41067,SAT,0.4925,200,200,119,200,0,81,1.0,0.59,1.0,0.7,0.8,0.8,0.6190476190476191,62.5,0.0,,8,7,2464,41067,SAT,1.0716,200,200,134,197,3,66,0.98,0.67,0.98,0.80,0.80,0.80,0.5416666666666667
coffeemachine_3_50,5795,3,50,6 states,8 symbols,467,8,0,217,0.9668,7,6,2114,31545,SAT,0.3769,200,200,193,200,0,7,1.0,0.96,1.0,1.0,1.0,1.0,0.9166666666666666,100.0,0.0,,7,6,2114,31545,SAT,0.8377,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_0_50,3681,0,50,6 states,8 symbols,489,9,0,234,1.5836,7,6,2233,33683,SAT,0.3617,200,200,200,200,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,7,6,2233,33683,SAT,0.8305,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_4_50,8307,4,50,6 states,8 symbols,485,7,1,205,1.0839,8,7,2416,40125,SAT,0.4798,200,200,162,192,8,38,0.95,0.81,0.96,0.9,0.9,0.9,0.7351190476190477,87.5,0.0,,8,7,2416,40125,SAT,0.9749,200,200,175,193,7,25,0.96,0.88,0.96,0.90,0.90,0.90,0.7351190476190477
coffeemachine_5_50,6578,5,50,6 states,8 symbols,490,6,0,238,0.7545,7,6,2261,33869,SAT,0.3597,200,200,95,200,0,105,1.0,0.47,1.0,0.6,0.7,0.7,0.8940217391304348,100.0,0.0,,7,6,2261,33869,SAT,0.6596,200,200,176,199,1,24,0.99,0.88,0.99,0.90,0.90,0.90,0.75
coffeemachine_9_50,2925,9,50,6 states,8 symbols,480,8,3,210,1.2573,8,7,2456,41294,SAT,0.4884,200,200,142,200,0,58,1.0,0.71,1.0,0.8,0.9,0.9,0.7351190476190477,72.73,0.0,,8,7,2456,41294,SAT,1.1119,200,200,152,195,5,48,0.97,0.76,0.97,0.90,0.90,0.90,0.5803571428571428
coffeemachine_2_50,5315,2,50,6 states,8 symbols,480,6,1,211,1.0239,7,6,2072,30727,SAT,0.3418,200,200,122,200,0,78,1.0,0.61,1.0,0.8,0.8,0.8,0.5416666666666666,85.71,0.0,,7,6,2072,30727,SAT,0.7534,200,200,157,200,0,43,1.00,0.79,1.00,0.90,0.90,0.90,0.5416666666666666
coffeemachine_6_50,9998,6,50,6 states,8 symbols,487,5,1,217,0.72,8,7,2512,41753,SAT,0.5658,200,200,84,200,0,116,1.0,0.42,1.0,0.6,0.7,0.7,0.6577380952380952,83.33,0.0,,8,7,2512,41753,SAT,1.4683,200,200,84,200,0,116,1.00,0.42,1.00,0.60,0.70,0.70,0.5416666666666667
coffeemachine_1_50,8014,1,50,6 states,8 symbols,473,9,0,180,1.3116,7,6,1855,27203,SAT,0.3421,200,200,192,199,1,8,0.99,0.96,0.99,1.0,1.0,1.0,0.8333333333333334,100.0,0.0,,7,6,1855,27203,SAT,0.5382,200,200,195,195,5,5,0.97,0.97,0.97,1.00,1.00,1.00,0.8333333333333334
