File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random5_1_600,8749,1,600,10 states,8 symbols,10065,6,0,4543,8,0,0,0,508.0348,11,10,50952,1365811,SAT,145.2766,2400,2400,2400,2400,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,50952,1365811,SAT,132.2366,2400,2400,2400,2400,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random5_2_18,8637,2,18,10 states,8 symbols,180,14,5,85,8,274,0,0,0.5937,12,11,2184,49335,SAT,54.5426,80,80,1,80,0,79,1.0,0.01,1.0,0.0,0.5,0.5,0.2863636363636364,73.68,1442.11,,12,11,2184,49335,SAT,54.6326,80,80,1,80,0,79,1.00,0.01,1.00,0.00,0.50,0.50,0.2863636363636364
Random5_5_600,4407,5,600,10 states,8 symbols,10089,6,0,4412,8,0,0,0,493.8308,11,10,49511,1326773,SAT,119.9849,2400,2400,1653,2385,15,747,0.99,0.69,0.99,0.8,0.8,0.8,0.925,100.0,0.0,,11,10,49511,1326773,SAT,121.6100,2400,2400,2216,2393,7,184,1.00,0.92,1.00,1.00,1.00,1.00,0.975
Random5_6_0,9955,6,0,10 states,8 symbols,180,14,5,85,8,274,0,0,0.8507,12,11,2184,49335,SAT,55.7408,80,80,3,80,0,77,1.0,0.04,1.0,0.1,0.5,0.5,0.2863636363636364,73.68,1442.11,,12,11,2184,49335,SAT,54.5162,80,80,3,80,0,77,1.00,0.04,1.00,0.10,0.50,0.50,0.2863636363636364
Random5_8_300,6523,8,300,10 states,8 symbols,5076,6,0,2278,8,0,0,0,106.5636,11,10,26037,690841,SAT,80.3382,1200,1200,1200,1200,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,26037,690841,SAT,55.0017,1200,1200,1006,1200,0,194,1.00,0.84,1.00,0.90,0.90,0.90,0.975
Random5_9_18,2895,9,18,10 states,8 symbols,180,14,5,85,8,274,0,0,0.6199,12,11,2184,49335,SAT,54.7224,80,80,2,80,0,78,1.0,0.03,1.0,0.0,0.5,0.5,0.2863636363636364,73.68,1442.11,,12,11,2184,49335,SAT,54.8360,80,80,2,80,0,78,1.00,0.03,1.00,0.00,0.50,0.50,0.2863636363636364
Random5_3_600,9653,3,600,10 states,8 symbols,10109,6,0,4393,8,0,0,0,514.2041,11,10,49302,1321111,SAT,130.3998,2400,2400,2400,2400,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,49302,1321111,SAT,132.2729,2400,2400,2400,2400,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random5_0_300,6481,0,300,10 states,8 symbols,5093,6,0,2272,8,5,0,0,117.7665,11,10,25971,689053,SAT,71.9126,1200,1200,877,1170,30,323,0.97,0.73,0.97,0.8,0.9,0.9,0.95,100.0,83.33,,11,10,25971,689053,SAT,65.1117,1200,1200,1032,1167,33,168,0.97,0.86,0.97,0.90,0.90,0.90,0.95
Random5_2_1200,8637,2,1200,10 states,8 symbols,19715,5,0,9468,8,0,0,0,1964.1379,11,10,105127,2833219,SAT,146.1902,4800,4800,4800,4800,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,105127,2833219,SAT,147.2094,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random5_5_300,4407,5,300,10 states,8 symbols,5086,6,0,2319,8,0,0,0,118.8064,11,10,26488,703059,SAT,74.2904,1200,1200,614,1181,19,586,0.97,0.51,0.98,0.7,0.7,0.7,0.825,100.0,0.0,,11,10,26488,703059,SAT,97.5677,1200,1200,882,1161,39,318,0.96,0.73,0.97,0.80,0.90,0.90,0.9
Random5_7_1200,5161,7,1200,10 states,8 symbols,19826,6,0,8934,8,0,0,0,1862.0712,11,10,99253,2674329,SAT,114.5382,4800,4800,4800,4800,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,99253,2674329,SAT,181.7101,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random5_4_300,1794,4,300,10 states,8 symbols,5115,6,0,2303,8,0,0,0,113.575,11,10,26312,698291,SAT,67.1382,1200,1200,1200,1178,22,0,0.98,1.0,0.98,1.0,1.0,1.0,0.975,100.0,0.0,,11,10,26312,698291,SAT,68.5000,1200,1200,1200,1178,22,0,0.98,1.00,0.98,1.00,1.00,1.00,0.975
Random5_6_150,9955,6,150,10 states,8 symbols,2529,6,0,1178,8,5,0,0,27.0545,11,10,13937,363041,SAT,43.619,600,600,234,587,13,366,0.95,0.39,0.98,0.6,0.7,0.7,0.9,100.0,83.33,,11,10,13937,363041,SAT,37.1379,600,600,179,587,13,421,0.93,0.30,0.98,0.50,0.60,0.60,0.860897435897436
Random5_2_75,8637,2,75,10 states,8 symbols,1190,6,0,576,8,43,0,0,5.7632,11,10,7315,183645,SAT,52.3109,300,300,43,296,4,257,0.91,0.14,0.99,0.2,0.6,0.6,0.675,100.0,716.67,,11,10,7315,183645,SAT,53.5215,300,300,43,296,4,257,0.91,0.14,0.99,0.20,0.60,0.60,0.675
