File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
coffeemachine_0_50,3681,0,50,6 states,8 symbols,489,9,0,234,8,23,4,0,1.7733,7,6,2233,33683,SAT,0.3755,200,200,200,195,5,0,0.98,1.0,0.97,1.0,1.0,1.0,0.875,100.0,255.56,,7,6,2233,33683,SAT,0.8396,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_3_50,5795,3,50,6 states,8 symbols,467,8,0,217,8,0,4,0,1.1452,7,6,2114,31545,SAT,0.3448,200,200,200,200,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,7,6,2114,31545,SAT,0.6765,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
coffeemachine_7_50,8829,7,50,6 states,8 symbols,468,7,1,210,8,0,4,0,0.9722,6,5,1698,22106,SAT,0.1919,200,200,100,193,7,100,0.93,0.5,0.96,0.7,0.7,0.7,0.6875,87.5,0.0,,6,5,1698,22106,SAT,0.3036,200,200,138,195,5,62,0.97,0.69,0.97,0.80,0.80,0.80,0.6875
coffeemachine_8_50,5553,8,50,6 states,8 symbols,483,5,3,211,8,0,4,0,1.2404,8,7,2464,41067,SAT,0.5004,200,200,85,199,1,115,0.99,0.42,0.99,0.6,0.7,0.7,0.5902777777777778,62.5,0.0,,8,7,2464,41067,SAT,0.6258,200,200,134,197,3,66,0.98,0.67,0.98,0.80,0.80,0.80,0.5416666666666667
coffeemachine_5_50,6578,5,50,6 states,8 symbols,490,6,0,238,8,5,4,0,0.9207,7,6,2261,33869,SAT,0.3525,200,200,154,200,0,46,1.0,0.77,1.0,0.9,0.9,0.9,0.75,100.0,83.33,,7,6,2261,33869,SAT,0.4653,200,200,176,199,1,24,0.99,0.88,0.99,0.90,0.90,0.90,0.75
coffeemachine_4_50,8307,4,50,6 states,8 symbols,485,7,1,205,8,6,4,0,1.2495,8,7,2416,40125,SAT,0.4913,200,200,109,199,1,91,0.99,0.55,0.99,0.7,0.8,0.8,0.6577380952380952,87.5,75.0,,8,7,2416,40125,SAT,0.8120,200,200,175,193,7,25,0.96,0.88,0.96,0.90,0.90,0.90,0.7351190476190477
coffeemachine_6_50,9998,6,50,6 states,8 symbols,487,5,1,217,8,10,4,0,0.8951,8,7,2512,41753,SAT,0.6468,200,200,84,200,0,116,1.0,0.42,1.0,0.6,0.7,0.7,0.6577380952380952,83.33,166.67,,8,7,2512,41753,SAT,1.0705,200,200,84,200,0,116,1.00,0.42,1.00,0.60,0.70,0.70,0.5416666666666667
coffeemachine_2_50,5315,2,50,6 states,8 symbols,480,5,3,182,8,0,4,0,1.1962,7,6,1869,27345,SAT,0.3077,200,200,119,199,1,81,0.99,0.59,0.99,0.7,0.8,0.8,0.6666666666666666,62.5,0.0,,7,6,1869,27345,SAT,0.7123,200,200,152,198,2,48,0.99,0.76,0.99,0.90,0.90,0.90,0.5416666666666666
coffeemachine_1_50,8014,1,50,6 states,8 symbols,473,9,0,180,8,5,4,0,1.5753,7,6,1855,27203,SAT,0.3373,200,200,192,199,1,8,0.99,0.96,0.99,1.0,1.0,1.0,0.8333333333333334,100.0,55.56,,7,6,1855,27203,SAT,0.7002,200,200,195,195,5,5,0.97,0.97,0.97,1.00,1.00,1.00,0.8333333333333334
coffeemachine_9_50,2925,9,50,6 states,8 symbols,480,6,3,236,8,3,4,0,1.1878,8,7,2664,45120,SAT,0.4956,200,200,87,197,3,113,0.97,0.43,0.98,0.6,0.7,0.7,0.6577380952380952,66.67,33.33,,8,7,2664,45120,SAT,0.7862,200,200,146,196,4,54,0.97,0.73,0.98,0.80,0.90,0.90,0.5416666666666667
