File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random4_4_75,9328,4,75,9 states,8 symbols,1070,5,0,500,8,21,0,0,4.0011,9,8,5157,106093,SAT,1.5815,300,300,266,300,0,34,1.0,0.89,1.0,0.9,0.9,0.9,0.810483870967742,100.0,420.0,,9,8,5157,106093,SAT,1.5145,300,300,265,299,1,35,1.00,0.88,1.00,0.90,0.90,0.90,0.796875
Random4_9_1200,7153,9,1200,9 states,8 symbols,17494,5,0,8331,8,0,0,0,1035.9472,10,9,84120,2058352,SAT,31.9069,4800,4800,4456,4791,9,344,1.0,0.93,1.0,1.0,1.0,1.0,0.9444444444444444,100.0,0.0,,10,9,84120,2058352,SAT,28.9396,4800,4800,4456,4791,9,344,1.00,0.93,1.00,1.00,1.00,1.00,0.9444444444444444
Random4_3_1200,6744,3,1200,9 states,8 symbols,17510,6,0,7599,8,0,0,0,1111.8871,10,9,76800,1878480,SAT,29.5232,4800,4800,4800,4773,27,0,0.99,1.0,0.99,1.0,1.0,1.0,0.9722222222222222,100.0,0.0,,10,9,76800,1878480,SAT,26.4612,4800,4800,4800,4773,27,0,0.99,1.00,0.99,1.00,1.00,1.00,0.9722222222222222
Random4_9_300,7153,9,300,9 states,8 symbols,4555,6,0,1934,8,0,0,0,67.2959,9,8,18063,391621,SAT,4.0494,1200,1200,1100,1198,2,100,1.0,0.92,1.0,1.0,1.0,1.0,0.8854166666666667,100.0,0.0,,9,8,18063,391621,SAT,3.7628,1200,1200,1100,1198,2,100,1.00,0.92,1.00,1.00,1.00,1.00,0.8854166666666667
Random4_2_600,8584,2,600,9 states,8 symbols,8930,6,0,4019,8,0,0,0,279.6655,9,8,36828,806536,SAT,7.6591,2400,2400,2131,2395,5,269,1.0,0.89,1.0,0.9,0.9,0.9,0.8559027777777778,100.0,0.0,,9,8,36828,806536,SAT,7.3000,2400,2400,2131,2395,5,269,1.00,0.89,1.00,0.90,0.90,0.90,0.8559027777777778
Random4_3_0,6744,3,0,9 states,8 symbols,151,11,11,75,8,501,0,0,0.5435,14,13,2632,66662,SAT,356.6538,76,76,9,75,1,67,0.9,0.12,0.99,0.2,0.6,0.6,0.1645299145299145,50.0,2277.27,,14,13,2632,66662,SAT,357.1923,76,76,9,75,1,67,0.90,0.12,0.99,0.20,0.60,0.60,0.16452991452991453
Random4_2_1200,8584,2,1200,9 states,8 symbols,17451,6,0,7947,8,0,0,0,1031.2581,10,9,80280,1964088,SAT,40.3248,4800,4800,4486,4795,5,314,1.0,0.93,1.0,1.0,1.0,1.0,0.957936507936508,100.0,0.0,,10,9,80280,1964088,SAT,34.4629,4800,4800,4486,4783,17,314,1.00,0.93,1.00,1.00,1.00,1.00,0.8888888888888888
Random4_4_0,9328,4,0,9 states,8 symbols,151,11,11,75,8,501,0,0,0.5362,14,13,2632,66662,SAT,350.5045,76,76,2,76,0,74,1.0,0.03,1.0,0.1,0.5,0.5,0.2585470085470085,50.0,2277.27,,14,13,2632,66662,SAT,359.7636,76,76,8,72,4,68,0.67,0.11,0.95,0.20,0.50,0.50,0.16452991452991453
Random4_5_150,2866,5,150,9 states,8 symbols,2242,5,0,1064,8,0,0,0,14.3032,9,8,10233,218329,SAT,2.5094,600,600,539,598,2,61,1.0,0.9,1.0,0.9,0.9,0.9,0.8263888888888888,100.0,0.0,,9,8,10233,218329,SAT,3.3868,600,600,559,593,7,41,0.99,0.93,0.99,1.00,1.00,1.00,0.8263888888888888
Random4_0_0,3627,0,0,9 states,8 symbols,151,11,11,75,8,501,0,0,0.5201,14,13,2632,66662,SAT,361.5547,76,76,10,71,5,66,0.67,0.13,0.93,0.2,0.5,0.5,0.1645299145299145,50.0,2277.27,,14,13,2632,66662,SAT,356.8605,76,76,10,71,5,66,0.67,0.13,0.93,0.20,0.50,0.50,0.16452991452991453
