File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random2_7_37,216,7,37,12 states,12 symbols,562,27,16,18,12,517,0,0,5.7478,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.43125,62.79,1202.33
Random2_9_37,3485,9,37,12 states,12 symbols,562,29,19,23,12,1255,0,0,6.6392,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.36875,60.42,2614.58
Random2_3_37,9989,3,37,12 states,12 symbols,561,33,13,21,12,964,0,0,4.6619,148,148,2,148,0,146,1.0,0.01,1.0,0.0,0.5,0.5,0.377840909090909,71.74,2095.65
Random2_2_37,8690,2,37,12 states,12 symbols,568,28,24,25,12,1067,0,0,7.2896,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.2209429824561403,53.85,2051.92
Random2_8_37,7526,8,37,12 states,12 symbols,570,67,14,36,12,3488,0,0,27.9664,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.2650862068965517,82.72,4306.17
Random2_6_37,1871,6,37,12 states,12 symbols,572,28,13,20,12,743,0,0,3.5622,148,148,2,148,0,146,1.0,0.01,1.0,0.0,0.5,0.5,0.45,68.29,1812.2
Random2_4_37,8332,4,37,12 states,12 symbols,574,32,13,20,12,980,0,0,5.5238,148,148,1,148,0,147,1.0,0.01,1.0,0.0,0.5,0.5,0.3645833333333333,71.11,2177.78
Random2_1_37,2970,1,37,12 states,12 symbols,563,34,13,21,12,769,0,0,4.1149,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.3933457711442786,72.34,1636.17
Random2_0_37,9327,0,37,12 states,12 symbols,573,32,16,23,12,1513,0,0,7.8218,148,148,1,148,0,147,1.0,0.01,1.0,0.0,0.5,0.5,0.2809523809523809,66.67,3152.08
Random2_5_37,8737,5,37,12 states,12 symbols,570,30,9,18,12,668,0,0,4.0987,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.5223214285714286,76.92,1712.82
