File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random2_3_0,9989,3,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,1.8732,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.2419740437158469,72.5,3807.5
Random2_9_0,3485,9,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,2.0706,96,96,2,96,0,94,1.0,0.02,1.0,0.0,0.5,0.5,0.2419740437158469,72.5,3807.5
Random2_0_0,9327,0,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,2.0204,96,96,1,96,0,95,1.0,0.01,1.0,0.0,0.5,0.5,0.2419740437158469,72.5,3807.5
Random2_1_0,2970,1,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,1.9516,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.2419740437158469,72.5,3807.5
Random2_2_0,8690,2,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,1.9177,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.2419740437158469,72.5,3807.5
Random2_6_0,1871,6,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,1.887,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.2419740437158469,72.5,3807.5
Random2_5_0,8737,5,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,1.9132,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.2419740437158469,72.5,3807.5
Random2_7_0,216,7,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,1.8961,96,96,0,96,0,96,0.0,0.0,0.0,0.0,0.5,0.0,0.2419740437158469,72.5,3807.5
Random2_8_0,7526,8,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,1.8983,96,96,1,96,0,95,1.0,0.01,1.0,0.0,0.5,0.5,0.2419740437158469,72.5,3807.5
Random2_4_0,8332,4,0,12 states,12 symbols,274,29,11,22,12,1523,0,0,1.8848,96,96,1,96,0,95,1.0,0.01,1.0,0.0,0.5,0.5,0.2419740437158469,72.5,3807.5
