File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2
bluetooth_0_9,6773,0,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,3.4052,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00
bluetooth_9_9,2581,9,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,2.1492,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00
bluetooth_7_9,8095,7,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,2.2725,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00
bluetooth_4_9,8493,4,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,2.7039,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50
bluetooth_5_9,5571,5,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,2.2289,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50
bluetooth_3_9,7492,3,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,2.3077,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00
bluetooth_1_9,4955,1,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,2.2892,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00
bluetooth_2_9,8134,2,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,2.5358,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00
bluetooth_6_9,5064,6,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,2.2733,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00
bluetooth_8_9,7258,8,9,15 states,15 symbols,223,17,55,29,15,3013,9,0,2.3889,56,56,0,56,0,56,0.0,0.0,0.0,0.0,0.5,0.0,0.1464285714285714,23.61,4184.72,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00
