File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random4_2_1200,8584,2,1200,9 states,8 symbols,17451,24,6,11,8,9,0,0,1493.2088,4800,4800,4304,4794,6,496,1.00,0.90,1.00,0.90,0.90,0.90,0.8180555555555555,80.00,30.00
Random4_6_1200,6670,6,1200,9 states,8 symbols,17436,25,3,10,8,41,0,0,1613.9310,4800,4800,4463,4790,10,337,1.00,0.93,1.00,1.00,1.00,1.00,0.9042792792792793,89.29,146.43
Random4_5_1200,2866,5,1200,9 states,8 symbols,17527,23,9,12,8,76,0,0,1490.9844,4800,4800,4242,4776,24,558,0.99,0.88,0.99,0.90,0.90,0.90,0.7655038759689923,71.88,237.50
Random4_3_1200,6744,3,1200,9 states,8 symbols,17510,27,7,12,8,90,0,0,1599.1501,4800,4800,4270,4779,21,530,1.00,0.89,1.00,0.90,0.90,0.90,0.775,79.41,264.71
Random4_7_1200,4120,7,1200,9 states,8 symbols,17412,24,8,11,8,39,0,0,1551.5677,4800,4800,4238,4786,14,562,1.00,0.88,1.00,0.90,0.90,0.90,0.7738095238095238,75.00,121.88
Random4_9_1200,7153,9,1200,9 states,8 symbols,17494,26,4,10,8,33,0,0,1562.9997,4800,4800,4405,4789,11,395,1.00,0.92,1.00,1.00,1.00,1.00,0.9081196581196581,86.67,110.00
Random4_8_1200,5435,8,1200,9 states,8 symbols,17461,28,5,12,8,42,0,0,1607.5044,4800,4800,4433,4776,24,367,0.99,0.92,0.99,1.00,1.00,1.00,0.8080808080808081,84.85,127.27
Random4_4_1200,9328,4,1200,9 states,8 symbols,17426,27,1,9,8,46,0,0,1445.5307,4800,4800,4800,4779,21,0,1.00,1.00,1.00,1.00,1.00,1.00,0.9722222222222222,96.43,164.29
Random4_1_1200,7021,1,1200,9 states,8 symbols,17450,24,4,10,8,17,0,0,1522.9661,4800,4800,4292,4789,11,508,1.00,0.89,1.00,0.90,0.90,0.90,0.8494744744744744,85.71,60.71
Random4_0_1200,3627,0,1200,9 states,8 symbols,17475,25,5,11,8,13,0,0,1440.0822,4800,4800,4332,4792,8,468,1.00,0.90,1.00,0.90,1.00,1.00,0.8444444444444444,83.33,43.33
