File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random4_2_300,8584,2,300,9 states,8 symbols,4520,21,6,10,8,30,0,0,88.7571,1200,1200,1080,1198,2,120,1.00,0.90,1.00,0.90,0.90,0.90,0.8055555555555556,77.78,111.11
Random4_6_300,6670,6,300,9 states,8 symbols,4564,24,5,12,8,87,0,0,104.6534,1200,1200,1089,1200,0,111,1.00,0.91,1.00,1.00,1.00,1.00,0.8180555555555555,82.76,300.00
Random4_7_300,4120,7,300,9 states,8 symbols,4581,20,6,10,8,24,0,0,98.8369,1200,1200,1086,1198,2,114,1.00,0.91,1.00,0.90,1.00,1.00,0.788888888888889,76.92,92.31
Random4_0_300,3627,0,300,9 states,8 symbols,4547,21,7,11,8,59,0,0,88.6983,1200,1200,1088,1199,1,112,1.00,0.91,1.00,1.00,1.00,1.00,0.7843567251461989,75.00,210.71
Random4_9_300,7153,9,300,9 states,8 symbols,4555,22,5,9,8,8,0,0,96.0267,1200,1200,1044,1196,4,156,1.00,0.87,1.00,0.90,0.90,0.90,0.8452380952380952,81.48,29.63
Random4_4_300,9328,4,300,9 states,8 symbols,4521,21,5,10,8,38,0,0,89.7332,1200,1200,1102,1198,2,98,1.00,0.92,1.00,1.00,1.00,1.00,0.817063492063492,80.77,146.15
Random4_3_300,6744,3,300,9 states,8 symbols,4553,24,8,11,8,95,0,0,95.3753,1200,1200,1107,1196,4,93,1.00,0.92,1.00,1.00,1.00,1.00,0.7738095238095238,75.00,296.88
Random4_5_300,2866,5,300,9 states,8 symbols,4529,19,6,10,8,24,0,0,89.2442,1200,1200,1071,1199,1,129,1.00,0.89,1.00,0.90,0.90,0.90,0.7720588235294117,76.00,96.00
Random4_1_300,7021,1,300,9 states,8 symbols,4590,22,6,10,8,17,0,0,99.6831,1200,1200,1084,1200,0,116,1.00,0.90,1.00,0.90,1.00,1.00,0.7672672672672673,78.57,60.71
Random4_8_300,5435,8,300,9 states,8 symbols,4558,25,4,12,8,85,0,0,102.3791,1200,1200,1089,1197,3,111,1.00,0.91,1.00,1.00,1.00,1.00,0.8180555555555555,86.21,293.10
