File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random4_1_150,7021,1,150,9 states,8 symbols,2258,19,7,10,8,18,0,0,23.5965,600,600,547,600,0,53,1.00,0.91,1.00,1.00,1.00,1.00,0.7607142857142857,73.08,69.23
Random4_7_150,4120,7,150,9 states,8 symbols,2298,22,6,11,8,47,0,0,29.4664,600,600,551,600,0,49,1.00,0.92,1.00,1.00,1.00,1.00,0.7302631578947368,78.57,167.86
Random4_5_150,2866,5,150,9 states,8 symbols,2242,19,6,10,8,29,0,0,21.5725,600,600,536,599,1,64,1.00,0.89,1.00,0.90,0.90,0.90,0.7720588235294117,76.00,116.00
Random4_3_150,6744,3,150,9 states,8 symbols,2247,26,7,13,8,161,0,0,23.3227,600,600,198,588,12,402,0.94,0.33,0.98,0.50,0.70,0.70,0.6499999999999999,78.79,487.88
Random4_4_150,9328,4,150,9 states,8 symbols,2241,19,6,10,8,28,0,0,21.5260,600,600,561,598,2,39,1.00,0.94,1.00,1.00,1.00,1.00,0.7720588235294117,76.00,112.00
Random4_9_150,7153,9,150,9 states,8 symbols,2273,22,6,11,8,63,0,0,26.7313,600,600,549,599,1,51,1.00,0.92,1.00,1.00,1.00,1.00,0.7573099415204678,78.57,225.00
Random4_6_150,6670,6,150,9 states,8 symbols,2259,24,5,12,8,85,0,0,23.1217,600,600,544,600,0,56,1.00,0.91,1.00,1.00,1.00,1.00,0.8180555555555555,82.76,293.10
Random4_2_150,8584,2,150,9 states,8 symbols,2245,19,6,10,8,31,0,0,25.5443,600,600,538,598,2,62,1.00,0.90,1.00,0.90,0.90,0.90,0.7720588235294117,76.00,124.00
Random4_8_150,5435,8,150,9 states,8 symbols,2259,23,6,12,8,138,0,0,26.9524,600,600,552,597,3,48,0.99,0.92,0.99,1.00,1.00,1.00,0.7916666666666667,79.31,475.86
Random4_0_150,3627,0,150,9 states,8 symbols,2240,23,7,12,8,115,0,0,25.2756,600,600,544,599,1,56,1.00,0.91,1.00,1.00,1.00,1.00,0.7303523035230353,76.67,383.33
