File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random4_4_75,9328,4,75,9 states,8 symbols,1070,18,11,11,8,104,0,0,5.8491,300,300,5,296,4,295,0.56,0.02,0.99,0.00,0.50,0.50,0.5876068376068376,62.07,358.62
Random4_2_75,8584,2,75,9 states,8 symbols,1066,20,6,10,8,60,0,0,5.2128,300,300,276,289,11,24,0.96,0.92,0.96,0.90,0.90,0.90,0.7325396825396826,76.92,230.77
Random4_5_75,2866,5,75,9 states,8 symbols,1084,16,10,11,8,151,0,0,4.9423,300,300,15,300,0,285,1.00,0.05,1.00,0.10,0.50,0.50,0.6111111111111112,61.54,580.77
Random4_6_75,6670,6,75,9 states,8 symbols,1071,20,6,10,8,37,0,0,5.5048,300,300,269,300,0,31,1.00,0.90,1.00,0.90,0.90,0.90,0.788888888888889,76.92,142.31
Random4_8_75,5435,8,75,9 states,8 symbols,1083,19,6,10,8,48,0,0,5.8756,300,300,105,296,4,195,0.96,0.35,0.99,0.50,0.70,0.70,0.7434640522875817,76.00,192.00
Random4_1_75,7021,1,75,9 states,8 symbols,1056,19,6,10,8,63,0,0,4.6868,300,300,275,300,0,25,1.00,0.92,1.00,1.00,1.00,1.00,0.7720588235294117,76.00,252.00
Random4_9_75,7153,9,75,9 states,8 symbols,1078,20,6,10,8,73,0,0,4.7269,300,300,30,297,3,270,0.91,0.10,0.99,0.20,0.50,0.50,0.6761904761904762,76.92,280.77
Random4_7_75,4120,7,75,9 states,8 symbols,1103,22,13,15,8,252,0,0,6.9647,300,300,11,300,0,289,1.00,0.04,1.00,0.10,0.50,0.50,0.4336734693877551,62.86,720.00
Random4_3_75,6744,3,75,9 states,8 symbols,1093,24,6,14,8,226,0,0,5.6444,300,300,22,296,4,278,0.85,0.07,0.99,0.10,0.50,0.50,0.6124031007751938,80.00,753.33
Random4_0_75,3627,0,75,9 states,8 symbols,1066,23,8,12,8,142,0,0,5.9952,300,300,31,296,4,269,0.89,0.10,0.99,0.20,0.50,0.50,0.6706349206349207,74.19,458.06
