File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random4_4_300,9328,4,300,9 states,8 symbols,4521,5,0,2230,60.072,9,8,20727,450363,SAT,4.191,1200,1200,1111,1200,0,89,1.0,0.93,1.0,1.0,1.0,1.0,0.8854166666666667,100.0,0.0,,9,8,20727,450363,SAT,4.3489,1200,1200,1114,1198,2,86,1.00,0.93,1.00,1.00,1.00,1.00,0.8559027777777778
Random4_1_300,7021,1,300,9 states,8 symbols,4590,6,0,2088,64.5259,9,8,19449,422267,SAT,3.9222,1200,1200,1085,1197,3,115,1.0,0.9,1.0,0.9,1.0,1.0,0.8559027777777778,100.0,0.0,,9,8,19449,422267,SAT,4.1216,1200,1200,1109,1199,1,91,1.00,0.92,1.00,1.00,1.00,1.00,0.8559027777777778
Random4_6_300,6670,6,300,9 states,8 symbols,4564,5,0,2152,64.597,10,9,22330,538318,SAT,18.3672,1200,1200,1100,1189,11,100,0.99,0.92,0.99,1.0,1.0,1.0,0.8452380952380952,100.0,0.0,,10,9,22330,538318,SAT,17.6971,1200,1200,1112,1181,19,88,0.98,0.93,0.98,1.00,1.00,1.00,0.8333333333333334
Random4_0_300,3627,0,300,9 states,8 symbols,4547,6,0,2084,54.9508,10,9,21650,521790,SAT,9.6403,1200,1200,1099,1193,7,101,0.99,0.92,0.99,1.0,1.0,1.0,0.9297619047619048,100.0,0.0,,10,9,21650,521790,SAT,10.0579,1200,1200,1099,1193,7,101,0.99,0.92,0.99,1.00,1.00,1.00,0.9297619047619048
Random4_2_300,8584,2,300,9 states,8 symbols,4520,6,0,2136,52.3244,9,8,19881,431819,SAT,6.0033,1200,1200,1082,1198,2,118,1.0,0.9,1.0,0.9,0.9,0.9,0.8559027777777778,100.0,0.0,,9,8,19881,431819,SAT,4.2304,1200,1200,1082,1198,2,118,1.00,0.90,1.00,0.90,0.90,0.90,0.8559027777777778
Random4_8_300,5435,8,300,9 states,8 symbols,4558,5,0,2170,65.5873,10,9,22510,542746,SAT,18.106,1200,1200,1139,1198,2,61,1.0,0.95,1.0,1.0,1.0,1.0,0.9722222222222222,100.0,0.0,,10,9,22510,542746,SAT,16.3863,1200,1200,1200,1200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random4_7_300,4120,7,300,9 states,8 symbols,4581,5,0,2161,60.3702,10,9,22420,540532,SAT,19.8032,1200,1200,1099,1197,3,101,1.0,0.92,1.0,1.0,1.0,1.0,0.7607142857142857,100.0,0.0,,10,9,22420,540532,SAT,17.0234,1200,1200,1104,1193,7,96,0.99,0.92,0.99,1.00,1.00,1.00,0.8333333333333334
Random4_9_300,7153,9,300,9 states,8 symbols,4555,6,0,1934,65.1976,9,8,18063,391621,SAT,3.665,1200,1200,1100,1198,2,100,1.0,0.92,1.0,1.0,1.0,1.0,0.8854166666666667,100.0,0.0,,9,8,18063,391621,SAT,3.7031,1200,1200,1100,1198,2,100,1.00,0.92,1.00,1.00,1.00,1.00,0.8854166666666667
Random4_5_300,2866,5,300,9 states,8 symbols,4529,5,0,2070,59.7415,9,8,19287,418523,SAT,4.5275,1200,1200,1036,1197,3,164,1.0,0.86,1.0,0.9,0.9,0.9,0.8263888888888888,100.0,0.0,,9,8,19287,418523,SAT,3.9500,1200,1200,1013,1198,2,187,1.00,0.84,1.00,0.90,0.90,0.90,0.796875
Random4_3_300,6744,3,300,9 states,8 symbols,4553,6,0,2079,60.5189,10,9,21600,520560,SAT,19.1365,1200,1200,1200,1197,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,100.0,0.0,,10,9,21600,520560,SAT,15.9216,1200,1200,1200,1200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
