File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random4_2_1200,8584,2,1200,9 states,8 symbols,17451,6,0,7947,1024.5879,10,9,80280,1964088,SAT,39.2027,4800,4800,4486,4795,5,314,1.0,0.93,1.0,1.0,1.0,1.0,0.957936507936508,100.0,0.0,,10,9,80280,1964088,SAT,35.0014,4800,4800,4486,4783,17,314,1.00,0.93,1.00,1.00,1.00,1.00,0.8888888888888888
Random4_7_75,4120,7,75,9 states,8 symbols,1103,5,0,492,3.5386,9,8,5085,104501,SAT,1.8199,300,300,272,296,4,28,0.99,0.91,0.99,0.9,0.9,0.9,0.7673611111111112,100.0,0.0,,9,8,5085,104501,SAT,1.6437,300,300,220,293,7,80,0.97,0.73,0.98,0.80,0.90,0.90,0.7083333333333333
Random4_1_600,7021,1,600,9 states,8 symbols,8958,6,0,3948,271.5363,9,8,36189,792407,SAT,8.9756,2400,2400,2209,2381,19,191,0.99,0.92,0.99,1.0,1.0,1.0,0.8263888888888888,100.0,0.0,,9,8,36189,792407,SAT,7.0762,2400,2400,2209,2381,19,191,0.99,0.92,0.99,1.00,1.00,1.00,0.8263888888888888
Random4_4_600,9328,4,600,9 states,8 symbols,8926,6,0,3970,273.1733,9,8,36387,796785,SAT,6.9944,2400,2400,2206,2393,7,194,1.0,0.92,1.0,1.0,1.0,1.0,0.8559027777777778,100.0,0.0,,9,8,36387,796785,SAT,7.1560,2400,2400,2206,2400,0,194,1.00,0.92,1.00,1.00,1.00,1.00,0.8854166666666667
Random4_9_75,7153,9,75,9 states,8 symbols,1078,6,0,484,2.703,9,8,5013,103071,SAT,1.4986,300,300,268,296,4,32,0.99,0.89,0.99,0.9,0.9,0.9,0.6904121863799283,100.0,0.0,,9,8,5013,103071,SAT,1.5141,300,300,268,296,4,32,0.99,0.89,0.99,0.90,0.90,0.90,0.6904121863799283
Random4_4_18,9328,4,18,9 states,8 symbols,151,9,10,75,0.3162,10,9,1560,30176,SAT,2.2041,76,76,0,76,0,76,0.0,0.0,0.0,0.0,0.5,0.0,0.2817460317460317,47.37,0.0,,10,9,1560,30176,SAT,2.0277,76,76,0,76,0,76,0.00,0.00,0.00,0.00,0.50,0.00,0.28174603174603174
Random4_4_300,9328,4,300,9 states,8 symbols,4521,5,0,2230,60.072,9,8,20727,450363,SAT,4.191,1200,1200,1111,1200,0,89,1.0,0.93,1.0,1.0,1.0,1.0,0.8854166666666667,100.0,0.0,,9,8,20727,450363,SAT,4.3489,1200,1200,1114,1198,2,86,1.00,0.93,1.00,1.00,1.00,1.00,0.8559027777777778
Random4_0_18,3627,0,18,9 states,8 symbols,151,9,10,75,0.3376,10,9,1560,30176,SAT,1.9528,76,76,0,76,0,76,0.0,0.0,0.0,0.0,0.5,0.0,0.2817460317460317,47.37,0.0,,10,9,1560,30176,SAT,1.9225,76,76,0,76,0,76,0.00,0.00,0.00,0.00,0.50,0.00,0.28174603174603174
Random4_0_75,3627,0,75,9 states,8 symbols,1066,7,0,526,2.2822,10,9,6070,138722,SAT,4.9778,300,300,285,299,1,15,1.0,0.95,1.0,1.0,1.0,1.0,0.8611111111111112,100.0,0.0,,10,9,6070,138722,SAT,4.3702,300,300,285,297,3,15,0.99,0.95,0.99,1.00,1.00,1.00,0.6666666666666666
Random4_4_1200,9328,4,1200,9 states,8 symbols,17426,5,0,8668,939.9331,10,9,87490,2141254,SAT,32.237,4800,4800,4654,4792,8,146,1.0,0.97,1.0,1.0,1.0,1.0,0.9444444444444444,100.0,0.0,,10,9,87490,2141254,SAT,28.5873,4800,4800,4654,4792,8,146,1.00,0.97,1.00,1.00,1.00,1.00,0.9444444444444444
Random4_4_75,9328,4,75,9 states,8 symbols,1070,5,0,500,3.7539,9,8,5157,106093,SAT,1.4798,300,300,265,299,1,35,1.0,0.88,1.0,0.9,0.9,0.9,0.796875,100.0,0.0,,9,8,5157,106093,SAT,1.4818,300,300,265,299,1,35,1.00,0.88,1.00,0.90,0.90,0.90,0.796875
Random4_1_37,7021,1,37,9 states,8 symbols,446,8,0,211,0.3834,9,8,2556,49068,SAT,1.5622,148,148,1,148,0,147,1.0,0.01,1.0,0.0,0.5,0.5,0.5902777777777778,100.0,0.0,,9,8,2556,49068,SAT,1.5611,148,148,1,148,0,147,1.00,0.01,1.00,0.00,0.50,0.50,0.5902777777777778
Random4_2_600,8584,2,600,9 states,8 symbols,8930,6,0,4019,248.8759,9,8,36828,806536,SAT,6.8998,2400,2400,2208,2400,0,192,1.0,0.92,1.0,1.0,1.0,1.0,0.8854166666666667,100.0,0.0,,9,8,36828,806536,SAT,7.4552,2400,2400,2131,2395,5,269,1.00,0.89,1.00,0.90,0.90,0.90,0.8559027777777778
Random4_8_18,5435,8,18,9 states,8 symbols,151,9,10,75,0.3362,10,9,1560,30176,SAT,2.0523,76,76,0,76,0,76,0.0,0.0,0.0,0.0,0.5,0.0,0.2859477124183006,47.37,0.0,,10,9,1560,30176,SAT,1.9466,76,76,0,76,0,76,0.00,0.00,0.00,0.00,0.50,0.00,0.28174603174603174
Random4_0_37,3627,0,37,9 states,8 symbols,443,15,1,214,1.3408,10,9,2950,63770,SAT,3.6839,148,148,1,148,0,147,1.0,0.01,1.0,0.0,0.5,0.5,0.6388888888888888,93.75,0.0,,10,9,2950,63770,SAT,2.8566,148,148,4,148,0,144,1.00,0.03,1.00,0.10,0.50,0.50,0.6480158730158729
Random4_5_75,2866,5,75,9 states,8 symbols,1084,5,0,416,3.5499,9,8,4401,89377,SAT,1.5854,300,300,2,300,0,298,1.0,0.01,1.0,0.0,0.5,0.5,0.5902777777777778,100.0,0.0,,9,8,4401,89377,SAT,1.4023,300,300,2,300,0,298,1.00,0.01,1.00,0.00,0.50,0.50,0.6788194444444444
Random4_1_300,7021,1,300,9 states,8 symbols,4590,6,0,2088,64.5259,9,8,19449,422267,SAT,3.9222,1200,1200,1085,1197,3,115,1.0,0.9,1.0,0.9,1.0,1.0,0.8559027777777778,100.0,0.0,,9,8,19449,422267,SAT,4.1216,1200,1200,1109,1199,1,91,1.00,0.92,1.00,1.00,1.00,1.00,0.8559027777777778
Random4_1_1200,7021,1,1200,9 states,8 symbols,17450,6,0,7702,1034.6114,9,8,69975,1539453,SAT,16.0829,4800,4800,4329,4788,12,471,1.0,0.9,1.0,0.9,0.9,0.9,0.8559027777777778,100.0,0.0,,9,8,69975,1539453,SAT,13.7089,4800,4800,4329,4788,12,471,1.00,0.90,1.00,0.90,0.90,0.90,0.8559027777777778
Random4_1_18,7021,1,18,9 states,8 symbols,151,9,10,75,0.3184,10,9,1560,30176,SAT,1.9277,76,76,0,76,0,76,0.0,0.0,0.0,0.0,0.5,0.0,0.2817460317460317,47.37,0.0,,10,9,1560,30176,SAT,1.9250,76,76,0,76,0,76,0.00,0.00,0.00,0.00,0.50,0.00,0.28174603174603174
Random4_8_0,5435,8,0,9 states,8 symbols,151,9,10,75,0.3222,10,9,1560,30176,SAT,1.9831,76,76,0,76,0,76,0.0,0.0,0.0,0.0,0.5,0.0,0.2859477124183006,47.37,0.0,,10,9,1560,30176,SAT,1.9267,76,76,0,76,0,76,0.00,0.00,0.00,0.00,0.50,0.00,0.28174603174603174
Random4_1_150,7021,1,150,9 states,8 symbols,2258,7,0,997,14.3189,9,8,9630,205320,SAT,2.2136,600,600,557,598,2,43,1.0,0.93,1.0,1.0,1.0,1.0,0.8263888888888888,100.0,0.0,,9,8,9630,205320,SAT,2.3427,600,600,549,598,2,51,1.00,0.92,1.00,1.00,1.00,1.00,0.8559027777777778
Random4_7_1200,4120,7,1200,9 states,8 symbols,17412,6,0,7842,1045.041,10,9,79230,1938258,SAT,50.9499,4800,4800,4361,4797,3,439,1.0,0.91,1.0,1.0,1.0,1.0,0.9444444444444444,100.0,0.0,,10,9,79230,1938258,SAT,44.9423,4800,4800,4361,4797,3,439,1.00,0.91,1.00,1.00,1.00,1.00,0.9444444444444444
Random4_1_0,7021,1,0,9 states,8 symbols,151,9,10,75,0.3191,10,9,1560,30176,SAT,1.9145,76,76,0,76,0,76,0.0,0.0,0.0,0.0,0.5,0.0,0.2817460317460317,47.37,0.0,,10,9,1560,30176,SAT,1.9697,76,76,0,76,0,76,0.00,0.00,0.00,0.00,0.50,0.00,0.28174603174603174
Random4_0_600,3627,0,600,9 states,8 symbols,8936,6,0,4090,252.5423,10,9,41710,1015266,SAT,18.2553,2400,2400,2400,2394,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,100.0,0.0,,10,9,41710,1015266,SAT,18.2153,2400,2400,2400,2394,6,0,1.00,1.00,1.00,1.00,1.00,1.00,0.9722222222222222
