File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random4_7_75,4120,7,75,9 states,8 symbols,1103,5,0,492,3.5386,9,8,5085,104501,SAT,1.8199,300,300,272,296,4,28,0.99,0.91,0.99,0.9,0.9,0.9,0.7673611111111112,100.0,0.0,,9,8,5085,104501,SAT,1.6437,300,300,220,293,7,80,0.97,0.73,0.98,0.80,0.90,0.90,0.7083333333333333
Random4_9_75,7153,9,75,9 states,8 symbols,1078,6,0,484,2.703,9,8,5013,103071,SAT,1.4986,300,300,268,296,4,32,0.99,0.89,0.99,0.9,0.9,0.9,0.6904121863799283,100.0,0.0,,9,8,5013,103071,SAT,1.5141,300,300,268,296,4,32,0.99,0.89,0.99,0.90,0.90,0.90,0.6904121863799283
Random4_0_75,3627,0,75,9 states,8 symbols,1066,7,0,526,2.2822,10,9,6070,138722,SAT,4.9778,300,300,285,299,1,15,1.0,0.95,1.0,1.0,1.0,1.0,0.8611111111111112,100.0,0.0,,10,9,6070,138722,SAT,4.3702,300,300,285,297,3,15,0.99,0.95,0.99,1.00,1.00,1.00,0.6666666666666666
Random4_4_75,9328,4,75,9 states,8 symbols,1070,5,0,500,3.7539,9,8,5157,106093,SAT,1.4798,300,300,265,299,1,35,1.0,0.88,1.0,0.9,0.9,0.9,0.796875,100.0,0.0,,9,8,5157,106093,SAT,1.4818,300,300,265,299,1,35,1.00,0.88,1.00,0.90,0.90,0.90,0.796875
Random4_5_75,2866,5,75,9 states,8 symbols,1084,5,0,416,3.5499,9,8,4401,89377,SAT,1.5854,300,300,2,300,0,298,1.0,0.01,1.0,0.0,0.5,0.5,0.5902777777777778,100.0,0.0,,9,8,4401,89377,SAT,1.4023,300,300,2,300,0,298,1.00,0.01,1.00,0.00,0.50,0.50,0.6788194444444444
Random4_1_75,7021,1,75,9 states,8 symbols,1056,6,0,477,2.5609,9,8,4950,101678,SAT,1.5362,300,300,275,299,1,25,1.0,0.92,1.0,1.0,1.0,1.0,0.7673611111111112,100.0,0.0,,9,8,4950,101678,SAT,1.4795,300,300,218,297,3,82,0.99,0.73,0.99,0.80,0.90,0.90,0.6493055555555556
Random4_2_75,8584,2,75,9 states,8 symbols,1066,6,0,448,3.6003,9,8,4689,95907,SAT,1.829,300,300,277,297,3,23,0.99,0.92,0.99,1.0,1.0,1.0,0.7673611111111112,100.0,0.0,,9,8,4689,95907,SAT,1.8292,300,300,277,297,3,23,0.99,0.92,0.99,1.00,1.00,1.00,0.7673611111111112
Random4_6_75,6670,6,75,9 states,8 symbols,1071,5,0,506,2.9508,9,8,5211,107287,SAT,1.8075,300,300,270,267,33,30,0.89,0.9,0.89,0.9,0.9,0.9,0.7378472222222222,100.0,0.0,,9,8,5211,107287,SAT,1.6422,300,300,270,271,29,30,0.90,0.90,0.90,0.90,0.90,0.90,0.796875
Random4_3_75,6744,3,75,9 states,8 symbols,1093,6,0,509,3.2026,10,9,5900,134340,SAT,6.6104,300,300,290,276,24,10,0.92,0.97,0.92,0.9,0.9,0.9,0.8055555555555556,100.0,0.0,,10,9,5900,134340,SAT,7.2039,300,300,279,298,2,21,0.99,0.93,0.99,1.00,1.00,1.00,0.8734126984126984
Random4_8_75,5435,8,75,9 states,8 symbols,1083,5,0,519,3.0417,9,8,5328,109874,SAT,2.0196,300,300,238,293,7,62,0.97,0.79,0.98,0.9,0.9,0.9,0.7673611111111112,100.0,0.0,,9,8,5328,109874,SAT,2.3050,300,300,280,298,2,20,0.99,0.93,0.99,1.00,1.00,1.00,0.8559027777777778
