File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
bluetooth_7_18,8095,7,18,15 states,15 symbols,342,9,33,169,2.1913,15,14,19875,529482,SAT,639.1487,72.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0789115646258503,21.43,0.0,,15,14,19875,529482,SAT,603.2844,72,72,0,72,0,72,0.00,0.00,0.00,0.00,0.50,0.00,0.13883161512027492
bluetooth_6_18,5064,6,18,15 states,15 symbols,345,7,42,167,2.5662,15,14,19845,531520,SAT,778.0505,72.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1282312925170068,14.29,0.0,,15,14,19845,531520,SAT,799.1755,72,72,1,72,0,71,1.00,0.01,1.00,0.00,0.50,0.50,0.11836734693877551
bluetooth_5_18,5571,5,18,15 states,15 symbols,341,13,31,168,1.9963,15,14,19860,529826,SAT,810.2608,72.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1085034013605442,29.55,0.0,,15,14,19860,529826,SAT,773.6412,72,72,1,72,0,71,1.00,0.01,1.00,0.00,0.50,0.50,0.05918367346938776
bluetooth_9_18,2581,9,18,15 states,15 symbols,342,7,46,168,3.5015,17,16,25126,730192,SAT,1129.1027,72.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0922619047619047,13.21,0.0,,17,16,25126,730192,SAT,1150.7475,72,72,0,72,0,72,0.00,0.00,0.00,0.00,0.50,0.00,0.037065637065637064
bluetooth_0_18,6773,0,18,15 states,15 symbols,340,8,39,166,2.1842,14,13,17430,446675,SAT,591.5072,72.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1948717948717948,17.02,0.0,,14,13,17430,446675,SAT,617.9877,72,72,0,72,0,72,0.00,0.00,0.00,0.00,0.50,0.00,0.16410256410256413
bluetooth_2_18,8134,2,18,15 states,15 symbols,341,12,36,169,2.3509,15,14,19875,532182,SAT,951.45,72.0,72.0,1.0,72.0,0.0,71.0,1.0,0.01,1.0,0.0,0.5,0.5,0.1479591836734693,25.0,0.0,,15,14,19875,532182,SAT,946.7313,72,72,0,71,1,72,0.00,0.00,0.99,0.00,0.50,0.50,0.12823129251700682
bluetooth_8_18,7258,8,18,15 states,15 symbols,339,6,41,165,2.1153,16,15,22368,622150,SAT,886.3637,72.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0861263736263736,12.77,0.0,,16,15,22368,622150,SAT,934.1973,72,72,0,72,0,72,0.00,0.00,0.00,0.00,0.50,0.00,0.17142857142857143
bluetooth_3_18,7492,3,18,15 states,15 symbols,346,5,40,172,2.4772,14,13,17514,448795,SAT,538.0851,72.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.5,0.0,0.123076923076923,11.11,0.0,,14,13,17514,448795,SAT,520.8007,72,72,1,72,0,71,1.00,0.01,1.00,0.00,0.50,0.50,0.10256410256410256
bluetooth_4_18,8493,4,18,15 states,15 symbols,341,7,40,167,2.3568,15,14,19845,530620,SAT,696.8975,72.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1183673469387755,14.89,0.0,,15,14,19845,530620,SAT,715.6192,72,72,1,72,0,71,1.00,0.01,1.00,0.00,0.50,0.50,0.09863945578231292
bluetooth_1_18,4955,1,18,15 states,15 symbols,340,4,38,166,2.0764,15,14,19830,527814,SAT,657.4153,72.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0887755102040816,9.52,0.0,,15,14,19830,527814,SAT,691.2446,72,72,2,72,0,70,1.00,0.03,1.00,0.10,0.50,0.50,0.08924889543446245
