File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
bluetooth_4_4,8493,4,4,15 states,15 symbols,223,2,30,110,0.572,12,11,12420,281839,SAT,30.7102,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1238095238095238,6.25,0.0,,12,11,12420,281839,SAT,31.6955,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50,0.06753246753246753
bluetooth_3_4,7492,3,4,15 states,15 symbols,223,2,30,110,0.5619,12,11,12420,281839,SAT,33.6332,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2138528138528138,6.25,0.0,,12,11,12420,281839,SAT,31.3775,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.06753246753246753
bluetooth_0_4,6773,0,4,15 states,15 symbols,223,2,30,110,0.5579,12,11,12420,281839,SAT,27.3196,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1463203463203463,6.25,0.0,,12,11,12420,281839,SAT,31.2344,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.06753246753246753
bluetooth_2_4,8134,2,4,15 states,15 symbols,223,2,30,110,0.5562,12,11,12420,281839,SAT,24.7904,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1238095238095238,6.25,0.0,,12,11,12420,281839,SAT,31.5615,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.06753246753246753
bluetooth_9_4,2581,9,4,15 states,15 symbols,223,2,30,110,0.5908,12,11,12420,281839,SAT,31.4175,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.056704260651629,6.25,0.0,,12,11,12420,281839,SAT,31.7379,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50,0.06753246753246753
bluetooth_8_4,7258,8,4,15 states,15 symbols,223,2,30,110,0.5648,12,11,12420,281839,SAT,24.5219,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1012987012987013,6.25,0.0,,12,11,12420,281839,SAT,31.7381,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.06753246753246753
bluetooth_5_4,5571,5,4,15 states,15 symbols,223,2,30,110,0.5715,12,11,12420,281839,SAT,27.1895,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0787878787878788,6.25,0.0,,12,11,12420,281839,SAT,33.2044,56,56,1,56,0,55,1.00,0.02,1.00,0.00,0.50,0.50,0.06753246753246753
bluetooth_7_4,8095,7,4,15 states,15 symbols,223,2,30,110,0.6006,12,11,12420,281839,SAT,27.3548,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1238095238095238,6.25,0.0,,12,11,12420,281839,SAT,32.0560,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.06753246753246753
bluetooth_1_4,4955,1,4,15 states,15 symbols,223,2,30,110,0.5569,12,11,12420,281839,SAT,27.9115,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.056704260651629,6.25,0.0,,12,11,12420,281839,SAT,33.8186,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.06753246753246753
bluetooth_6_4,5064,6,4,15 states,15 symbols,223,2,30,110,0.5654,12,11,12420,281839,SAT,27.2809,56.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.5,0.0,0.056704260651629,6.25,0.0,,12,11,12420,281839,SAT,32.8182,56,56,0,56,0,56,0.00,0.00,0.00,0.00,0.50,0.00,0.06753246753246753
