File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
bluetooth_0_37,6773,0,37,15 states,15 symbols,896,14,80,441,47.8903,26,25,63544,2689757,SAT,4169.8574,148.0,148.0,1.0,148.0,0.0,147.0,1.0,0.01,1.0,0.0,0.5,0.5,0.1453894852738783,14.89,0.0,,26,25,63544,2689757,SAT,4228.8687,148,148,3,148,0,145,1.00,0.02,1.00,0.00,0.50,0.50,0.17561576354679803
bluetooth_4_37,8493,4,37,15 states,15 symbols,906,18,83,448,48.0376,28,27,72940,3265045,SAT,4817.1528,148.0,148.0,1.0,148.0,0.0,147.0,1.0,0.01,1.0,0.0,0.5,0.5,0.0518518518518518,17.82,0.0,,28,27,72940,3265045,SAT,4848.2254,148,148,4,148,0,144,1.00,0.03,1.00,0.10,0.50,0.50,0.014814814814814815
bluetooth_3_37,7492,3,37,15 states,15 symbols,905,17,70,450,46.3162,23,22,51106,1986792,SAT,3527.8736,148.0,148.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2402597402597402,19.54,0.0,,23,22,51106,1986792,SAT,3309.8916,148,148,3,148,0,145,1.00,0.02,1.00,0.00,0.50,0.50,0.24025974025974026
bluetooth_1_37,4955,1,37,15 states,15 symbols,904,17,69,451,50.7606,25,24,59425,2444119,SAT,3886.9669,148.0,148.0,1.0,148.0,0.0,147.0,1.0,0.01,1.0,0.0,0.5,0.5,0.0464285714285714,19.77,0.0,,25,24,59425,2444119,SAT,3883.4815,148,148,7,146,2,141,0.78,0.05,0.99,0.10,0.50,0.50,0.015476190476190477
bluetooth_2_37,8134,2,37,15 states,15 symbols,891,21,75,441,56.3886,27,26,68067,2959796,SAT,4492.9265,148.0,148.0,1.0,148.0,0.0,147.0,1.0,0.01,1.0,0.0,0.5,0.5,0.1351648351648351,21.88,0.0,,27,26,68067,2959796,SAT,4482.5945,148,148,5,147,1,143,0.83,0.03,0.99,0.10,0.50,0.50,0.037545787545787544
bluetooth_9_37,2581,9,37,15 states,15 symbols,894,22,73,436,48.8304,25,24,59050,2432104,SAT,3792.8362,148.0,148.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1005952380952381,23.16,0.0,,25,24,59050,2432104,SAT,3769.2258,148,148,2,148,0,146,1.00,0.01,1.00,0.00,0.50,0.50,0.1005952380952381
bluetooth_6_37,5064,6,37,15 states,15 symbols,913,19,76,456,44.4369,28,27,73164,3271213,SAT,4817.3063,148.0,148.0,1.0,148.0,0.0,147.0,1.0,0.01,1.0,0.0,0.5,0.5,0.0296296296296296,20.0,0.0,,29,28,78010,3573916,SAT,5075.0256,148,148,11,148,0,137,1.00,0.07,1.00,0.10,0.50,0.50,0.1608843537414966
bluetooth_5_37,5571,5,37,15 states,15 symbols,901,15,70,450,40.8748,25,24,59400,2441318,SAT,4135.1284,148.0,148.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0696428571428571,17.65,0.0,,25,24,59400,2441318,SAT,4050.3905,148,148,2,147,1,146,0.67,0.01,0.99,0.00,0.50,0.50,0.06964285714285715
bluetooth_7_37,8095,7,37,15 states,15 symbols,900,29,68,448,45.7375,29,28,77778,3560568,SAT,5009.462,148.0,148.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1243197278911564,29.9,0.0,,28,27,72940,3258773,SAT,4743.3777,148,148,3,148,0,145,1.00,0.02,1.00,0.00,0.50,0.50,0.12592592592592594
bluetooth_8_37,7258,8,37,15 states,15 symbols,893,27,63,437,51.2337,26,25,63440,2677637,SAT,4057.8067,148.0,148.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1295238095238095,30.0,0.0,,26,25,63440,2677637,SAT,4073.2873,148,148,2,147,1,146,0.67,0.01,0.99,0.00,0.50,0.50,0.11428571428571428
