File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random5_9_0,2895,9,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7705,80,80,2,78,2,78,0.50,0.03,0.97,0.00,0.50,0.50,0.31785714285714284,50.00,1322.22
Random5_5_0,4407,5,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7506,80,80,2,80,0,78,1.00,0.03,1.00,0.00,0.50,0.50,0.31785714285714284,50.00,1322.22
Random5_1_0,8749,1,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7396,80,80,3,79,1,77,0.75,0.04,0.99,0.10,0.50,0.50,0.31785714285714284,50.00,1322.22
Random5_0_0,6481,0,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7410,80,80,1,80,0,79,1.00,0.01,1.00,0.00,0.50,0.50,0.31785714285714284,50.00,1322.22
Random5_8_0,6523,8,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7561,80,80,3,79,1,77,0.75,0.04,0.99,0.10,0.50,0.50,0.31785714285714284,50.00,1322.22
Random5_7_0,5161,7,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7368,80,80,1,80,0,79,1.00,0.01,1.00,0.00,0.50,0.50,0.31785714285714284,50.00,1322.22
Random5_3_0,9653,3,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7645,80,80,2,80,0,78,1.00,0.03,1.00,0.00,0.50,0.50,0.31785714285714284,50.00,1322.22
Random5_6_0,9955,6,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7429,80,80,2,80,0,78,1.00,0.03,1.00,0.00,0.50,0.50,0.31785714285714284,50.00,1322.22
Random5_4_0,1794,4,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7516,80,80,3,79,1,77,0.75,0.04,0.99,0.10,0.50,0.50,0.31785714285714284,50.00,1322.22
Random5_2_0,8637,2,0,10 states,8 symbols,180,18,18,14,8,476,0,0,0.7563,80,80,2,79,1,78,0.67,0.03,0.99,0.00,0.50,0.50,0.31785714285714284,50.00,1322.22
