File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random5_6_300,9955,6,300,10 states,8 symbols,5130,29,3,11,8,33,0,0,201.3109,1200,1200,790,1195,5,410,0.99,0.66,1.00,0.80,0.80,0.80,0.9029761904761905,90.62,103.12
Random5_2_300,8637,2,300,10 states,8 symbols,5095,31,4,12,8,65,0,0,194.8975,1200,1200,352,1179,21,848,0.94,0.29,0.98,0.40,0.60,0.60,0.8179347826086957,88.57,185.71
Random5_8_300,6523,8,300,10 states,8 symbols,5076,30,3,12,8,56,0,0,169.8332,1200,1200,742,1196,4,458,0.99,0.62,1.00,0.80,0.80,0.80,0.8352272727272727,90.91,169.70
Random5_5_300,4407,5,300,10 states,8 symbols,5086,27,5,11,8,63,0,0,189.0312,1200,1200,763,1188,12,437,0.98,0.64,0.99,0.80,0.80,0.80,0.8785714285714286,84.38,196.88
Random5_9_300,2895,9,300,10 states,8 symbols,5110,31,0,11,8,66,0,0,175.2583,1200,1200,1090,1200,0,110,1.00,0.91,1.00,1.00,1.00,1.00,0.963109756097561,100.00,212.90
Random5_0_300,6481,0,300,10 states,8 symbols,5093,28,5,12,8,87,0,0,174.8170,1200,1200,784,1182,18,416,0.98,0.65,0.98,0.80,0.80,0.80,0.8590909090909091,84.85,263.64
Random5_4_300,1794,4,300,10 states,8 symbols,5115,27,7,14,8,36,0,0,171.2176,1200,1200,686,1195,5,514,0.99,0.57,1.00,0.70,0.80,0.80,0.8329787234042554,79.41,105.88
Random5_7_300,5161,7,300,10 states,8 symbols,5108,35,10,17,8,298,0,0,187.9117,1200,1200,215,1185,15,985,0.93,0.18,0.99,0.30,0.60,0.60,0.6209016393442623,77.78,662.22
Random5_1_300,8749,1,300,10 states,8 symbols,5074,30,5,13,8,67,0,0,205.7985,1200,1200,796,1190,10,404,0.99,0.66,0.99,0.80,0.80,0.80,0.8098404255319149,85.71,191.43
Random5_3_300,9653,3,300,10 states,8 symbols,5107,29,3,11,8,23,0,0,169.8354,1200,1200,933,1186,14,267,0.99,0.78,0.99,0.90,0.90,0.90,0.9273809523809524,90.62,71.88
