File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_1_600,9057,1,600,14 states,28 symbols,15475,24,0,4921,28,418,82,0,5546.1623,14,13,90468,2888344,SAT,1031.263,2400,2400,919,2351,49,1481,0.95,0.38,0.98,0.5,0.7,0.7,0.6777131782945737,100.0,1741.67,,14,13,90468,2888344,SAT,1326.2382,2400,2400,1708,2324,76,692,0.96,0.71,0.97,0.80,0.80,0.80,0.7046703296703296
TCP_4_600,3493,4,600,14 states,28 symbols,15527,18,0,6019,28,0,81,0,4241.2102,13,12,96850,2926212,SAT,1069.2398,2400,2400,1169,2382,18,1231,0.98,0.49,0.99,0.7,0.7,0.7,0.7351190476190477,100.0,0.0,,13,12,96850,2926212,SAT,1170.7252,2400,2400,1646,2376,24,754,0.99,0.69,0.99,0.80,0.80,0.80,0.7505952380952381
TCP_2_600,7072,2,600,14 states,28 symbols,15556,24,0,4977,28,0,82,0,5067.1292,13,12,83304,2493726,SAT,813.6894,2400,2400,1079,2345,55,1321,0.95,0.45,0.98,0.6,0.7,0.7,0.7428571428571429,100.0,0.0,,13,12,83304,2493726,SAT,1005.4717,2400,2400,1722,2337,63,678,0.96,0.72,0.97,0.80,0.80,0.80,0.7119047619047619
TCP_6_600,7689,6,600,14 states,28 symbols,15481,25,0,3546,28,20,82,0,7138.6222,12,11,58404,1599824,SAT,541.1535,2400,2400,1279,2317,83,1121,0.94,0.53,0.97,0.7,0.7,0.7,0.7261140235910878,100.0,80.0,,12,11,58404,1599824,SAT,682.2691,2400,2400,1737,2320,80,663,0.96,0.72,0.97,0.80,0.80,0.80,0.7061688311688312
TCP_3_600,6549,3,600,14 states,28 symbols,15488,25,0,3792,28,14,82,0,5514.8255,13,12,67899,1999919,SAT,932.6528,2400,2400,1143,2374,26,1257,0.98,0.48,0.99,0.6,0.7,0.7,0.6654761904761906,100.0,56.0,,14,13,74662,2342300,SAT,1291.0004,2400,2400,1571,2367,33,829,0.98,0.65,0.99,0.80,0.80,0.80,0.6453296703296703
TCP_9_600,8167,9,600,14 states,28 symbols,15540,25,0,3867,28,0,82,0,6537.362,13,12,68874,2031194,SAT,853.1161,2400,2400,942,2360,40,1458,0.96,0.39,0.98,0.6,0.7,0.7,0.6684873949579833,100.0,0.0,,13,12,68874,2031194,SAT,1013.7902,2400,2400,1687,2355,45,713,0.97,0.70,0.98,0.80,0.80,0.80,0.6918067226890756
TCP_7_600,657,7,600,14 states,28 symbols,15532,18,0,5967,28,0,82,0,3651.5424,14,13,105112,3392256,SAT,1268.844,2400,2400,1230,2366,34,1170,0.97,0.51,0.99,0.7,0.7,0.7,0.7343406593406594,100.0,0.0,,14,13,105112,3392256,SAT,1397.2875,2400,2400,1884,2369,31,516,0.98,0.79,0.99,0.90,0.90,0.90,0.7120879120879121
TCP_8_600,7775,8,600,14 states,28 symbols,15476,25,0,3852,28,0,82,0,6529.5325,13,12,68679,2024939,SAT,753.3894,2400,2400,919,2351,49,1481,0.95,0.38,0.98,0.5,0.7,0.7,0.7273809523809524,100.0,0.0,,13,12,68679,2024939,SAT,971.6382,2400,2400,1711,2329,71,689,0.96,0.71,0.97,0.80,0.80,0.80,0.6840336134453782
TCP_5_600,2094,5,600,14 states,28 symbols,15524,25,0,3958,28,100,81,0,5550.3031,13,12,70057,2069141,SAT,756.1138,2400,2400,733,2380,20,1667,0.97,0.31,0.99,0.5,0.6,0.6,0.6964285714285714,100.0,400.0,,13,12,70057,2069141,SAT,1167.3013,2400,2400,1566,2360,40,834,0.98,0.65,0.98,0.80,0.80,0.80,0.6732142857142858
TCP_0_600,9105,0,600,14 states,28 symbols,15537,18,0,6273,28,0,82,0,3502.0732,13,12,100152,3032130,SAT,1232.1009,2400,2400,1069,2339,61,1331,0.95,0.45,0.97,0.6,0.7,0.7,0.7539915966386554,100.0,0.0,,14,13,109396,3540360,SAT,1543.7253,2400,2400,1589,2370,30,811,0.98,0.66,0.99,0.80,0.80,0.80,0.7565934065934066
