File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_4_75,5450,4,75,14 states,28 symbols,1455,39,37,721,28,4748,40,0,179.9608,18,17,48636,1591290,SAT,2109.0428,300,300,26,295,5,274,0.84,0.09,0.98,0.2,0.5,0.5,0.267016806722689,51.32,6247.37,,18,17,48636,1591290,SAT,2272.8570,300,300,86,293,7,214,0.92,0.29,0.98,0.40,0.60,0.60,0.24096638655462185
TCP_1_75,7193,1,75,14 states,28 symbols,1450,45,24,719,28,4137,37,0,177.9302,18,17,48600,1585150,SAT,2061.3785,300,300,24,299,1,276,0.96,0.08,1.0,0.1,0.5,0.5,0.1828402366863905,65.22,5995.65,,18,17,48600,1585150,SAT,2241.1278,300,300,95,278,22,205,0.81,0.32,0.93,0.50,0.60,0.60,0.23445378151260504
TCP_5_75,1923,5,75,14 states,28 symbols,1449,38,22,718,28,2957,42,0,139.1916,18,17,48582,1578516,SAT,1976.6073,300,300,23,296,4,277,0.85,0.08,0.99,0.1,0.5,0.5,0.234453781512605,63.33,4928.33,,18,17,48582,1578516,SAT,2248.9071,300,300,86,285,15,214,0.85,0.29,0.95,0.40,0.60,0.60,0.23445378151260504
TCP_3_75,8776,3,75,14 states,28 symbols,1437,47,6,716,28,1532,39,0,76.8713,17,16,43979,1370583,SAT,1876.4631,300,300,23,296,4,277,0.85,0.08,0.99,0.1,0.5,0.5,0.2410714285714285,88.68,2890.57,,17,16,43979,1370583,SAT,1881.0621,300,300,82,282,18,218,0.82,0.27,0.94,0.40,0.60,0.60,0.2745535714285714
TCP_7_75,5209,7,75,14 states,28 symbols,1452,45,16,726,28,2633,38,0,101.1676,17,16,44149,1382357,SAT,1774.6502,300,300,30,296,4,270,0.88,0.1,0.99,0.2,0.5,0.5,0.3348214285714286,73.77,4316.39,,17,16,44149,1382357,SAT,1934.1963,300,300,107,284,16,193,0.87,0.36,0.95,0.50,0.70,0.70,0.2627034358047016
TCP_6_75,3237,6,75,14 states,28 symbols,1448,42,16,719,28,1189,42,0,69.1732,17,16,44030,1375618,SAT,1744.6116,300,300,34,293,7,266,0.83,0.11,0.98,0.2,0.5,0.5,0.3683035714285714,72.41,2050.0,,17,16,44030,1375618,SAT,1932.3168,300,300,108,285,15,192,0.88,0.36,0.95,0.50,0.70,0.70,0.22767857142857142
TCP_2_75,6887,2,75,14 states,28 symbols,1446,32,19,722,28,4463,44,0,77.6719,16,15,39728,1188552,SAT,1536.6528,300,300,26,297,3,274,0.9,0.09,0.99,0.2,0.5,0.5,0.3038095238095238,62.75,8750.98,,16,15,39728,1188552,SAT,1593.3889,300,300,111,284,16,189,0.87,0.37,0.95,0.50,0.70,0.70,0.2770853307766059
TCP_9_75,250,9,75,14 states,28 symbols,1448,32,11,720,28,2398,37,0,100.7709,15,14,35565,1015025,SAT,1184.3945,300,300,31,296,4,269,0.89,0.1,0.99,0.2,0.5,0.5,0.2928571428571428,74.42,5576.74,,15,14,35565,1015025,SAT,1303.4671,300,300,127,278,22,173,0.85,0.42,0.93,0.60,0.70,0.70,0.29285714285714287
TCP_0_75,9654,0,75,14 states,28 symbols,1449,44,20,709,28,3494,37,0,106.6219,17,16,43860,1371936,SAT,1667.5438,300,300,24,298,2,276,0.92,0.08,0.99,0.1,0.5,0.5,0.2492314647377938,68.75,5459.38,,17,16,43860,1371936,SAT,1911.0122,300,300,109,290,10,191,0.92,0.36,0.97,0.50,0.70,0.70,0.28125
TCP_8_75,6797,8,75,14 states,28 symbols,1457,42,25,725,28,2020,39,0,157.8824,17,16,44132,1385110,SAT,1815.3391,300,300,27,296,4,273,0.87,0.09,0.99,0.2,0.5,0.5,0.2477678571428571,62.69,3014.93,,17,16,44132,1385110,SAT,1931.6803,300,300,105,281,19,195,0.85,0.35,0.94,0.50,0.60,0.60,0.25521114106019765
