File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_3_0,8776,3,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.7298,14,13,25900,670640,SAT,221.6277,180,180,2,180,0,178,1.0,0.01,1.0,0.0,0.5,0.5,0.2225274725274725,59.02,5316.39,,14,13,25900,670640,SAT,475.9849,180,180,34,172,8,146,0.81,0.19,0.96,0.30,0.60,0.60,0.2766741071428571
TCP_5_0,1923,5,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,21.2358,14,13,25900,670640,SAT,470.39,180,180,3,178,2,177,0.6,0.02,0.99,0.0,0.5,0.5,0.2521978021978022,59.02,5316.39,,14,13,25900,670640,SAT,454.7056,180,180,29,174,6,151,0.83,0.16,0.97,0.30,0.60,0.60,0.2766741071428571
TCP_1_0,7193,1,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.7665,14,13,25900,670640,SAT,250.2912,180,180,2,180,0,178,1.0,0.01,1.0,0.0,0.5,0.5,0.2383167220376522,59.02,5316.39,,14,13,25900,670640,SAT,512.5054,180,180,43,174,6,137,0.88,0.24,0.97,0.40,0.60,0.60,0.2766741071428571
TCP_8_0,6797,8,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.074,14,13,25900,670640,SAT,232.3126,180,180,4,180,0,176,1.0,0.02,1.0,0.0,0.5,0.5,0.2327615298087739,59.02,5316.39,,14,13,25900,670640,SAT,550.3974,180,180,32,173,7,148,0.82,0.18,0.96,0.30,0.60,0.60,0.2766741071428571
TCP_7_0,5209,7,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.4374,14,13,25900,670640,SAT,201.0294,180,180,5,180,0,175,1.0,0.03,1.0,0.1,0.5,0.5,0.2159745293466223,59.02,5316.39,,14,13,25900,670640,SAT,488.2913,180,180,29,174,6,151,0.83,0.16,0.97,0.30,0.60,0.60,0.2766741071428571
TCP_6_0,3237,6,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.3244,14,13,25900,670640,SAT,344.124,180,180,2,179,1,178,0.67,0.01,0.99,0.0,0.5,0.5,0.2477784026996625,59.02,5316.39,,14,13,25900,670640,SAT,421.4273,180,180,38,177,3,142,0.93,0.21,0.98,0.30,0.60,0.60,0.2766741071428571
TCP_2_0,6887,2,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.236,14,13,25900,670640,SAT,219.0121,180,180,5,180,0,175,1.0,0.03,1.0,0.1,0.5,0.5,0.2596153846153846,59.02,5316.39,,14,13,25900,670640,SAT,464.3780,180,180,36,177,3,144,0.92,0.20,0.98,0.30,0.60,0.60,0.2766741071428571
TCP_4_0,5450,4,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.7866,14,13,25900,670640,SAT,229.9083,180,180,5,180,0,175,1.0,0.03,1.0,0.1,0.5,0.5,0.2521978021978022,59.02,5316.39,,14,13,25900,670640,SAT,449.2000,180,180,38,176,4,142,0.90,0.21,0.98,0.30,0.60,0.60,0.2766741071428571
TCP_0_0,9654,0,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,16.6739,14,13,25900,670640,SAT,327.7473,180,180,5,180,0,175,1.0,0.03,1.0,0.1,0.5,0.5,0.2299450549450549,59.02,5316.39,,14,13,25900,670640,SAT,385.0337,180,180,41,175,5,139,0.89,0.23,0.97,0.40,0.60,0.60,0.2766741071428571
TCP_9_0,250,9,0,14 states,28 symbols,625,36,25,309,28,3243,28,0,13.963,14,13,25900,670640,SAT,302.7069,180,180,4,180,0,176,1.0,0.02,1.0,0.0,0.5,0.5,0.2606589147286822,59.02,5316.39,,14,13,25900,670640,SAT,481.4412,180,180,35,177,3,145,0.92,0.19,0.98,0.30,0.60,0.60,0.2766741071428571
