File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_2_18,6887,2,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.3341,14,13,25900,670640,SAT,224.4006,180,180,5,178,2,175,0.71,0.03,0.99,0.1,0.5,0.5,0.2744505494505495,59.02,5316.39,,14,13,25900,670640,SAT,472.6612,180,180,36,177,3,144,0.92,0.20,0.98,0.30,0.60,0.60,0.2766741071428571
TCP_5_18,1923,5,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.1749,14,13,25900,670640,SAT,218.0688,180,180,4,179,1,176,0.8,0.02,0.99,0.0,0.5,0.5,0.2606589147286822,59.02,5316.39,,14,13,25900,670640,SAT,477.2145,180,180,29,174,6,151,0.83,0.16,0.97,0.30,0.60,0.60,0.2766741071428571
TCP_1_18,7193,1,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.6557,14,13,25900,670640,SAT,234.2419,180,180,6,180,0,174,1.0,0.03,1.0,0.1,0.5,0.5,0.2299450549450549,59.02,5316.39,,14,13,25900,670640,SAT,448.0078,180,180,43,174,6,137,0.88,0.24,0.97,0.40,0.60,0.60,0.2766741071428571
TCP_8_18,6797,8,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,13.7878,14,13,25900,670640,SAT,224.4521,180,180,4,179,1,176,0.8,0.02,0.99,0.0,0.5,0.5,0.2521978021978022,59.02,5316.39,,14,13,25900,670640,SAT,540.3266,180,180,32,173,7,148,0.82,0.18,0.96,0.30,0.60,0.60,0.2766741071428571
TCP_0_18,9654,0,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,15.8635,14,13,25900,670640,SAT,236.087,180,180,9,180,0,171,1.0,0.05,1.0,0.1,0.5,0.5,0.2596153846153846,59.02,5316.39,,14,13,25900,670640,SAT,474.8338,180,180,41,175,5,139,0.89,0.23,0.97,0.40,0.60,0.60,0.2766741071428571
TCP_3_18,8776,3,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.1689,14,13,25900,670640,SAT,295.1553,180,180,2,180,0,178,1.0,0.01,1.0,0.0,0.5,0.5,0.2744505494505495,59.02,5316.39,,14,13,25900,670640,SAT,454.1485,180,180,34,172,8,146,0.81,0.19,0.96,0.30,0.60,0.60,0.2766741071428571
TCP_7_18,5209,7,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.4167,14,13,25900,670640,SAT,313.0318,180,180,7,179,1,173,0.88,0.04,0.99,0.1,0.5,0.5,0.2542410714285714,59.02,5316.39,,14,13,25900,670640,SAT,457.3760,180,180,29,174,6,151,0.83,0.16,0.97,0.30,0.60,0.60,0.2766741071428571
TCP_9_18,250,9,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.3374,14,13,25900,670640,SAT,188.8507,180,180,4,180,0,176,1.0,0.02,1.0,0.0,0.5,0.5,0.2596153846153846,59.02,5316.39,,14,13,25900,670640,SAT,453.1242,180,180,35,177,3,145,0.92,0.19,0.98,0.30,0.60,0.60,0.2766741071428571
TCP_4_18,5450,4,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.2801,14,13,25900,670640,SAT,450.9355,180,180,7,180,0,173,1.0,0.04,1.0,0.1,0.5,0.5,0.2373626373626373,59.02,5316.39,,14,13,25900,670640,SAT,484.5000,180,180,38,176,4,142,0.90,0.21,0.98,0.30,0.60,0.60,0.2766741071428571
TCP_6_18,3237,6,18,14 states,28 symbols,625,36,25,309,28,3243,28,0,14.2839,14,13,25900,670640,SAT,314.3365,180,180,3,179,1,177,0.75,0.02,0.99,0.0,0.5,0.5,0.2818681318681318,59.02,5316.39,,14,13,25900,670640,SAT,522.1039,180,180,38,177,3,142,0.93,0.21,0.98,0.30,0.60,0.60,0.2766741071428571
