File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge
TCP_1_4,7193,1,4,14 states,28 symbols,625,89,76,312,243,358530,,,586.9004,28,26,88641,3693929,TIMEOUT,4925.5927,,,,,,,,-1,-1,-1,,-1,-1,53.94
TCP_3_4,8776,3,4,14 states,28 symbols,625,89,76,312,243,358530,,,584.7745,28,26,88641,3693929,TIMEOUT,4886.9589,,,,,,,,-1,-1,-1,,-1,-1,53.94
TCP_5_4,1923,5,4,14 states,28 symbols,625,89,76,312,243,358530,,,577.3047,28,26,88641,3693929,TIMEOUT,4936.8721,,,,,,,,-1,-1,-1,,-1,-1,53.94
TCP_8_4,6797,8,4,14 states,28 symbols,625,89,76,312,243,358530,,,576.3927,28,26,88641,3693929,TIMEOUT,4936.3630,,,,,,,,-1,-1,-1,,-1,-1,53.94
TCP_0_4,9654,0,4,14 states,28 symbols,625,89,76,312,243,358530,,,589.0956,28,26,88641,3693929,TIMEOUT,4937.6841,,,,,,,,-1,-1,-1,,-1,-1,53.94
TCP_4_4,5450,4,4,14 states,28 symbols,625,89,76,312,243,358530,,,575.4723,28,26,88641,3693929,TIMEOUT,4877.6388,,,,,,,,-1,-1,-1,,-1,-1,53.94
TCP_2_4,6887,2,4,14 states,28 symbols,625,89,76,312,243,358530,,,585.4530,28,26,88641,3693929,TIMEOUT,4932.6049,,,,,,,,-1,-1,-1,,-1,-1,53.94
TCP_7_4,5209,7,4,14 states,28 symbols,625,89,76,312,243,358530,,,576.9720,28,26,88641,3693929,TIMEOUT,4935.1248,,,,,,,,-1,-1,-1,,-1,-1,53.94
TCP_9_4,250,9,4,14 states,28 symbols,625,89,76,312,243,358530,,,580.2665,28,26,88641,3693929,TIMEOUT,4937.5516,,,,,,,,-1,-1,-1,,-1,-1,53.94
TCP_6_4,3237,6,4,14 states,28 symbols,625,89,76,312,243,358530,,,577.7260,28,26,88641,3693929,TIMEOUT,4930.2011,,,,,,,,-1,-1,-1,,-1,-1,53.94
