File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_3_18,8776,3,18,14 states,28 symbols,625,20,17,306,4.2917,13,12,22581,550313,SAT,631.8154,180,180,13,175,5,167,0.72,0.07,0.97,0.1,0.5,0.5,0.2798319327731092,54.05,0.0,,13,12,22581,550313,SAT,632.5855,180,180,54,166,14,126,0.79,0.30,0.92,0.40,0.60,0.60,0.2785714285714286
TCP_4_18,5450,4,18,14 states,28 symbols,625,20,17,306,4.3019,13,12,22581,550313,SAT,629.7511,180,180,19,176,4,161,0.83,0.11,0.98,0.2,0.5,0.5,0.2588827838827838,54.05,0.0,,13,12,22581,550313,SAT,638.6144,180,180,62,174,6,118,0.91,0.34,0.97,0.50,0.70,0.70,0.2785714285714286
TCP_5_18,1923,5,18,14 states,28 symbols,625,20,17,306,4.384,13,12,22581,550313,SAT,623.4469,180,180,13,178,2,167,0.87,0.07,0.99,0.1,0.5,0.5,0.2720588235294118,54.05,0.0,,13,12,22581,550313,SAT,641.3813,180,180,57,173,7,123,0.89,0.32,0.96,0.50,0.60,0.60,0.2785714285714286
TCP_7_18,5209,7,18,14 states,28 symbols,625,20,17,306,4.2088,13,12,22581,550313,SAT,620.7886,180,180,21,179,1,159,0.95,0.12,0.99,0.2,0.6,0.6,0.2889225181598063,54.05,0.0,,13,12,22581,550313,SAT,640.0927,180,180,53,171,9,127,0.85,0.29,0.95,0.40,0.60,0.60,0.2785714285714286
TCP_9_18,250,9,18,14 states,28 symbols,625,20,17,306,4.2391,13,12,22581,550313,SAT,622.3181,180,180,16,180,0,164,1.0,0.09,1.0,0.2,0.5,0.5,0.2398809523809524,54.05,0.0,,13,12,22581,550313,SAT,639.3151,180,180,66,172,8,114,0.89,0.37,0.96,0.50,0.70,0.70,0.2785714285714286
TCP_8_18,6797,8,18,14 states,28 symbols,625,20,17,306,4.3096,13,12,22581,550313,SAT,629.3589,180,180,18,179,1,162,0.95,0.1,0.99,0.2,0.5,0.5,0.2588827838827838,54.05,0.0,,13,12,22581,550313,SAT,640.0890,180,180,59,171,9,121,0.87,0.33,0.95,0.50,0.60,0.60,0.2785714285714286
TCP_6_18,3237,6,18,14 states,28 symbols,625,20,17,306,4.2729,13,12,22581,550313,SAT,623.7403,180,180,17,176,4,163,0.81,0.09,0.98,0.2,0.5,0.5,0.2630952380952381,54.05,0.0,,13,12,22581,550313,SAT,635.5112,180,180,66,170,10,114,0.87,0.37,0.94,0.50,0.70,0.70,0.2785714285714286
TCP_1_18,7193,1,18,14 states,28 symbols,625,20,17,306,4.3848,13,12,22581,550313,SAT,622.8703,180,180,20,178,2,160,0.91,0.11,0.99,0.2,0.6,0.6,0.2863095238095238,54.05,0.0,,13,12,22581,550313,SAT,632.5887,180,180,64,172,8,116,0.89,0.36,0.96,0.50,0.70,0.70,0.2785714285714286
TCP_0_18,9654,0,18,14 states,28 symbols,625,20,17,306,4.1911,13,12,22581,550313,SAT,627.7841,180,180,16,178,2,164,0.89,0.09,0.99,0.2,0.5,0.5,0.2487394957983193,54.05,0.0,,13,12,22581,550313,SAT,638.8850,180,180,66,174,6,114,0.92,0.37,0.97,0.50,0.70,0.70,0.2785714285714286
TCP_2_18,6887,2,18,14 states,28 symbols,625,20,17,306,4.2071,13,12,22581,550313,SAT,626.1899,180,180,18,177,3,162,0.86,0.1,0.98,0.2,0.5,0.5,0.3109243697478991,54.05,0.0,,13,12,22581,550313,SAT,638.4952,180,180,59,172,8,121,0.88,0.33,0.96,0.50,0.60,0.60,0.2785714285714286
