File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_6_150,3237,6,150,14 states,28 symbols,3476,57,44,1722,1383.3479,24,23,104712,4669712,SAT,3782.2686,600,600,80,589,11,520,0.88,0.13,0.98,0.2,0.6,0.6,0.2429203539823008,56.44,0.0,,24,23,104712,4669712,SAT,4183.1444,600,600,260,560,40,340,0.87,0.43,0.93,0.60,0.70,0.70,0.2713813719320327
TCP_9_150,250,9,150,14 states,28 symbols,3491,58,5,1745,1074.081,19,18,72884,2718963,SAT,2495.0322,600,600,92,588,12,508,0.88,0.15,0.98,0.3,0.6,0.6,0.2603174603174603,92.06,0.0,,19,18,72884,2718963,SAT,2619.4521,600,600,226,568,32,374,0.88,0.38,0.95,0.50,0.70,0.70,0.27936507936507937
TCP_2_150,6887,2,150,14 states,28 symbols,3491,24,1,1061,149.2204,12,11,28584,717649,SAT,372.7595,600,600,118,595,5,482,0.96,0.2,0.99,0.3,0.6,0.6,0.481356487549148,96.0,0.0,,12,11,28584,717649,SAT,478.6234,600,600,292,582,18,308,0.94,0.49,0.97,0.60,0.70,0.70,0.48135648754914806
TCP_0_150,9654,0,150,14 states,28 symbols,3506,74,13,1752,2164.181,22,21,91806,3838740,SAT,3293.9756,600,600,102,589,11,498,0.9,0.17,0.98,0.3,0.6,0.6,0.2678571428571428,85.06,0.0,,22,21,91806,3838740,SAT,3539.8084,600,600,230,570,30,370,0.88,0.38,0.95,0.50,0.70,0.70,0.239010989010989
TCP_7_150,5209,7,150,14 states,28 symbols,3473,20,0,1176,122.4446,12,11,29964,757034,SAT,554.2839,600,600,178,584,16,422,0.92,0.3,0.97,0.4,0.6,0.6,0.6282110091743119,100.0,0.0,,12,11,29964,757034,SAT,632.5215,600,600,345,593,7,255,0.98,0.57,0.99,0.70,0.80,0.80,0.5629423328964613
TCP_4_150,5450,4,150,14 states,28 symbols,3510,55,5,1731,931.9686,17,16,61234,2100354,SAT,1815.5699,600,600,191,566,34,409,0.85,0.32,0.94,0.5,0.6,0.6,0.4634097035040431,91.67,0.0,,17,16,61234,2100354,SAT,1955.7370,600,600,364,538,62,236,0.85,0.61,0.90,0.70,0.80,0.80,0.34923629829290204
TCP_5_150,1923,5,150,14 states,28 symbols,3513,24,0,1216,149.0461,12,11,30444,772386,SAT,524.8975,600,600,65,595,5,535,0.93,0.11,0.99,0.2,0.6,0.6,0.4976736566186107,100.0,0.0,,12,11,30444,772386,SAT,631.5709,600,600,223,591,9,377,0.96,0.37,0.98,0.50,0.70,0.70,0.47889610389610393
TCP_1_150,7193,1,150,14 states,28 symbols,3513,24,0,1202,127.6648,12,11,30276,767416,SAT,339.3418,600,600,159,594,6,441,0.96,0.27,0.99,0.4,0.6,0.6,0.603735255570118,100.0,0.0,,12,11,30276,767416,SAT,414.3257,600,600,319,583,17,281,0.95,0.53,0.97,0.70,0.80,0.80,0.5194805194805194
TCP_3_150,8776,3,150,14 states,28 symbols,3470,25,0,981,172.3502,12,11,27624,689249,SAT,448.1636,600,600,157,591,9,443,0.95,0.26,0.98,0.4,0.6,0.6,0.6412337662337662,100.0,0.0,,12,11,27624,689249,SAT,643.1739,600,600,254,598,2,346,0.99,0.42,1.00,0.60,0.70,0.70,0.5466251638269987
TCP_8_150,6797,8,150,14 states,28 symbols,3496,52,29,1743,1151.5552,21,20,85134,3433490,SAT,3030.7373,600,600,75,589,11,525,0.87,0.12,0.98,0.2,0.6,0.6,0.2737796123474516,64.2,0.0,,21,20,85134,3433490,SAT,3083.1817,600,600,288,555,45,312,0.86,0.48,0.93,0.60,0.70,0.70,0.3096428571428571
