File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_1_600,9057,1,600,14 states,28 symbols,15475,24,0,4921,5510.8341,14,13,90468,2888344,SAT,1172.5473,2400,2400,802,2364,36,1598,0.96,0.33,0.98,0.5,0.7,0.7,0.7000553709856034,100.0,0.0,,14,13,90468,2888344,SAT,1320.2347,2400,2400,1708,2324,76,692,0.96,0.71,0.97,0.80,0.80,0.80,0.7046703296703296
TCP_5_600,2094,5,600,14 states,28 symbols,15524,25,0,3958,5254.2034,13,12,70057,2069141,SAT,880.926,2400,2400,1119,2375,25,1281,0.98,0.47,0.99,0.6,0.7,0.7,0.7273809523809524,100.0,0.0,,14,13,76986,2422644,SAT,1253.7872,2400,2400,1590,2379,21,810,0.99,0.66,0.99,0.80,0.80,0.80,0.7195054945054945
TCP_8_600,7775,8,600,14 states,28 symbols,15476,25,0,3852,8200.2542,13,12,68679,2024939,SAT,773.7749,2400,2400,1079,2331,69,1321,0.94,0.45,0.97,0.6,0.7,0.7,0.6840336134453782,100.0,0.0,,13,12,68679,2024939,SAT,975.6973,2400,2400,1711,2329,71,689,0.96,0.71,0.97,0.80,0.80,0.80,0.6840336134453782
TCP_4_600,3493,4,600,14 states,28 symbols,15527,18,0,6019,3545.7632,13,12,96850,2926212,SAT,874.7497,2400,2400,1057,2382,18,1343,0.98,0.44,0.99,0.6,0.7,0.7,0.6732142857142858,100.0,0.0,,13,12,96850,2926212,SAT,1154.5270,2400,2400,1646,2376,24,754,0.99,0.69,0.99,0.80,0.80,0.80,0.7505952380952381
TCP_9_600,8167,9,600,14 states,28 symbols,15540,25,0,3867,6996.3766,13,12,68874,2031194,SAT,808.2745,2400,2400,966,2360,40,1434,0.96,0.4,0.98,0.6,0.7,0.7,0.7151260504201681,100.0,0.0,,13,12,68874,2031194,SAT,1001.3122,2400,2400,1687,2355,45,713,0.97,0.70,0.98,0.80,0.80,0.80,0.6918067226890756
TCP_6_600,7689,6,600,14 states,28 symbols,15481,25,0,3546,5945.8416,12,11,58404,1599824,SAT,499.9649,2400,2400,1187,2330,70,1213,0.94,0.49,0.97,0.6,0.7,0.7,0.7061688311688312,100.0,0.0,,12,11,58404,1599824,SAT,675.7651,2400,2400,1737,2320,80,663,0.96,0.72,0.97,0.80,0.80,0.80,0.7061688311688312
TCP_0_600,9105,0,600,14 states,28 symbols,15537,18,0,6273,3284.6708,13,12,100152,3032130,SAT,985.1057,2400,2400,800,2367,33,1600,0.96,0.33,0.99,0.5,0.7,0.7,0.7119047619047619,100.0,0.0,,14,13,109396,3540360,SAT,1502.2135,2400,2400,1589,2370,30,811,0.98,0.66,0.99,0.80,0.80,0.80,0.7565934065934066
TCP_7_600,657,7,600,14 states,28 symbols,15532,18,0,5967,3846.7236,14,13,105112,3392256,SAT,1153.5185,2400,2400,1414,2365,35,986,0.98,0.59,0.99,0.7,0.8,0.8,0.7120879120879121,100.0,0.0,,14,13,105112,3392256,SAT,1464.2029,2400,2400,1884,2369,31,516,0.98,0.79,0.99,0.90,0.90,0.90,0.7120879120879121
TCP_3_600,6549,3,600,14 states,28 symbols,15488,25,0,3792,5101.098,13,12,67899,1999919,SAT,861.8982,2400,2400,1197,2363,37,1203,0.97,0.5,0.98,0.7,0.7,0.7,0.6654761904761906,100.0,0.0,,14,13,74662,2342300,SAT,1288.9562,2400,2400,1571,2367,33,829,0.98,0.65,0.99,0.80,0.80,0.80,0.6453296703296703
TCP_2_600,7072,2,600,14 states,28 symbols,15556,24,0,4977,5124.9719,13,12,83304,2493726,SAT,932.2529,2400,2400,768,2351,49,1632,0.94,0.32,0.98,0.5,0.6,0.6,0.7119047619047619,100.0,0.0,,13,12,83304,2493726,SAT,996.5887,2400,2400,1722,2337,63,678,0.96,0.72,0.97,0.80,0.80,0.80,0.7119047619047619
