File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_6_300,7689,6,300,14 states,28 symbols,7518,18,0,2985,602.0401,12,11,51672,1398653,SAT,641.5937,1200,1200,259,1187,13,941,0.95,0.22,0.99,0.4,0.6,0.6,0.5925324675324676,100.0,0.0,,12,11,51672,1398653,SAT,658.7714,1200,1200,815,1151,49,385,0.94,0.68,0.96,0.80,0.80,0.80,0.5711009174311927
TCP_1_300,9057,1,300,14 states,28 symbols,7513,25,0,1941,1298.5138,13,12,43836,1228052,SAT,709.7841,1200,1200,282,1195,5,918,0.98,0.23,1.0,0.4,0.6,0.6,0.5571428571428572,100.0,0.0,,13,12,43836,1228052,SAT,823.0470,1200,1200,636,1168,32,564,0.95,0.53,0.97,0.70,0.80,0.80,0.6140756302521009
TCP_0_300,9105,0,300,14 states,28 symbols,7585,24,0,2447,899.5525,13,12,50414,1438716,SAT,821.7045,1200,1200,256,1191,9,944,0.97,0.21,0.99,0.3,0.6,0.6,0.5803571428571428,100.0,0.0,,13,12,50414,1438716,SAT,971.6388,1200,1200,639,1188,12,561,0.98,0.53,0.99,0.70,0.80,0.80,0.5829831932773109
TCP_4_300,3493,4,300,14 states,28 symbols,7533,24,0,2280,996.766,13,12,48243,1369077,SAT,695.3293,1200,1200,296,1189,11,904,0.96,0.25,0.99,0.4,0.6,0.6,0.5752100840336134,100.0,0.0,,13,12,48243,1369077,SAT,801.6818,1200,1200,640,1180,20,560,0.97,0.53,0.98,0.70,0.80,0.80,0.5153753026634382
TCP_7_300,657,7,300,14 states,28 symbols,7521,18,0,2723,699.3274,13,12,54002,1551780,SAT,933.8589,1200,1200,309,1188,12,891,0.96,0.26,0.99,0.4,0.6,0.6,0.3964285714285714,100.0,0.0,,13,12,54002,1551780,SAT,984.9792,1200,1200,655,1185,15,545,0.98,0.55,0.99,0.70,0.80,0.80,0.6422619047619047
TCP_3_300,6549,3,300,14 states,28 symbols,7512,24,0,2526,912.9588,12,11,46164,1237436,SAT,429.8048,1200,1200,401,1185,15,799,0.96,0.33,0.99,0.5,0.7,0.7,0.6493506493506493,100.0,0.0,,12,11,46164,1237436,SAT,509.5714,1200,1200,770,1179,21,430,0.97,0.64,0.98,0.80,0.80,0.80,0.5925324675324676
TCP_5_300,2094,5,300,14 states,28 symbols,7515,25,0,2161,1166.3582,13,12,46696,1319792,SAT,803.4597,1200,1200,265,1184,16,935,0.94,0.22,0.99,0.4,0.6,0.6,0.5907563025210083,100.0,0.0,,13,12,46696,1319792,SAT,947.7446,1200,1200,679,1187,13,521,0.98,0.57,0.99,0.70,0.80,0.80,0.6063025210084034
TCP_2_300,7072,2,300,14 states,28 symbols,7552,24,0,2576,991.0612,12,11,46764,1255186,SAT,606.3078,1200,1200,333,1186,14,867,0.96,0.28,0.99,0.4,0.6,0.6,0.6087662337662337,100.0,0.0,,12,11,46764,1255186,SAT,673.0180,1200,1200,686,1182,18,514,0.97,0.57,0.98,0.70,0.80,0.80,0.5681818181818181
TCP_9_300,8167,9,300,14 states,28 symbols,7544,24,0,2437,1044.8765,13,12,50284,1434546,SAT,682.5024,1200,1200,403,1173,27,797,0.94,0.34,0.98,0.5,0.7,0.7,0.6499999999999999,100.0,0.0,,13,12,50284,1434546,SAT,799.6614,1200,1200,685,1180,20,515,0.97,0.57,0.98,0.70,0.80,0.80,0.6113095238095239
TCP_8_300,7775,8,300,14 states,28 symbols,7504,25,0,1774,1181.994,12,11,37140,970764,SAT,630.6218,1200,1200,271,1184,16,929,0.94,0.23,0.99,0.4,0.6,0.6,0.625,100.0,0.0,,12,11,37140,970764,SAT,779.9905,1200,1200,815,1175,25,385,0.97,0.68,0.98,0.80,0.80,0.80,0.6118938401048493
