File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_3_0,8776,3,0,14 states,28 symbols,625,20,17,306,4.3022,13,12,22581,550313,SAT,624.9447,180,180,16,176,4,164,0.8,0.09,0.98,0.2,0.5,0.5,0.2798319327731092,54.05,0.0,,13,12,22581,550313,SAT,645.0470,180,180,54,166,14,126,0.79,0.30,0.92,0.40,0.60,0.60,0.2785714285714286
TCP_8_0,6797,8,0,14 states,28 symbols,625,20,17,306,4.2189,13,12,22581,550313,SAT,635.122,180,180,18,179,1,162,0.95,0.1,0.99,0.2,0.5,0.5,0.2588827838827838,54.05,0.0,,13,12,22581,550313,SAT,640.1394,180,180,59,171,9,121,0.87,0.33,0.95,0.50,0.60,0.60,0.2785714285714286
TCP_6_0,3237,6,0,14 states,28 symbols,625,20,17,306,4.2078,13,12,22581,550313,SAT,618.3978,180,180,30,175,5,150,0.86,0.17,0.97,0.3,0.6,0.6,0.3279661016949152,54.05,0.0,,13,12,22581,550313,SAT,639.9233,180,180,66,170,10,114,0.87,0.37,0.94,0.50,0.70,0.70,0.2785714285714286
TCP_0_0,9654,0,0,14 states,28 symbols,625,20,17,306,4.2797,13,12,22581,550313,SAT,628.8801,180,180,17,177,3,163,0.85,0.09,0.98,0.2,0.5,0.5,0.2588827838827838,54.05,0.0,,13,12,22581,550313,SAT,633.1588,180,180,66,174,6,114,0.92,0.37,0.97,0.50,0.70,0.70,0.2785714285714286
TCP_9_0,250,9,0,14 states,28 symbols,625,20,17,306,4.2683,13,12,22581,550313,SAT,622.4971,180,180,14,180,0,166,1.0,0.08,1.0,0.1,0.5,0.5,0.2889225181598063,54.05,0.0,,13,12,22581,550313,SAT,635.8312,180,180,66,172,8,114,0.89,0.37,0.96,0.50,0.70,0.70,0.2785714285714286
TCP_4_0,5450,4,0,14 states,28 symbols,625,20,17,306,4.307,13,12,22581,550313,SAT,625.1081,180,180,17,176,4,163,0.81,0.09,0.98,0.2,0.5,0.5,0.3279661016949152,54.05,0.0,,13,12,22581,550313,SAT,639.0059,180,180,62,174,6,118,0.91,0.34,0.97,0.50,0.70,0.70,0.2785714285714286
TCP_7_0,5209,7,0,14 states,28 symbols,625,20,17,306,4.2327,13,12,22581,550313,SAT,618.6236,180,180,21,179,1,159,0.95,0.12,0.99,0.2,0.6,0.6,0.2889225181598063,54.05,0.0,,13,12,22581,550313,SAT,641.6548,180,180,53,171,9,127,0.85,0.29,0.95,0.40,0.60,0.60,0.2785714285714286
TCP_2_0,6887,2,0,14 states,28 symbols,625,20,17,306,4.2433,13,12,22581,550313,SAT,629.2101,180,180,15,177,3,165,0.83,0.08,0.98,0.2,0.5,0.5,0.2798319327731092,54.05,0.0,,13,12,22581,550313,SAT,638.8991,180,180,59,172,8,121,0.88,0.33,0.96,0.50,0.60,0.60,0.2785714285714286
TCP_1_0,7193,1,0,14 states,28 symbols,625,20,17,306,4.2169,13,12,22581,550313,SAT,619.5948,180,180,16,179,1,164,0.94,0.09,0.99,0.2,0.5,0.5,0.2409663865546218,54.05,0.0,,13,12,22581,550313,SAT,640.1814,180,180,64,172,8,116,0.89,0.36,0.96,0.50,0.70,0.70,0.2785714285714286
TCP_5_0,1923,5,0,14 states,28 symbols,625,20,17,306,4.2142,13,12,22581,550313,SAT,625.2906,180,180,11,177,3,169,0.79,0.06,0.98,0.1,0.5,0.5,0.2642857142857143,54.05,0.0,,13,12,22581,550313,SAT,633.4123,180,180,57,173,7,123,0.89,0.32,0.96,0.50,0.60,0.60,0.2785714285714286
