File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_3_4,8776,3,4,14 states,28 symbols,625,20,17,306,4.2585,13,12,22581,550313,SAT,622.5766,180,180,16,177,3,164,0.84,0.09,0.98,0.2,0.5,0.5,0.2588827838827838,54.05,0.0,,13,12,22581,550313,SAT,641.5106,180,180,54,166,14,126,0.79,0.30,0.92,0.40,0.60,0.60,0.2785714285714286
TCP_4_4,5450,4,4,14 states,28 symbols,625,20,17,306,4.2329,13,12,22581,550313,SAT,625.9478,180,180,19,174,6,161,0.76,0.11,0.97,0.2,0.5,0.5,0.3201573849878935,54.05,0.0,,13,12,22581,550313,SAT,645.8775,180,180,62,174,6,118,0.91,0.34,0.97,0.50,0.70,0.70,0.2785714285714286
TCP_6_4,3237,6,4,14 states,28 symbols,625,20,17,306,4.2038,13,12,22581,550313,SAT,622.3446,180,180,22,176,4,158,0.85,0.12,0.98,0.2,0.6,0.5,0.3109243697478991,54.05,0.0,,13,12,22581,550313,SAT,639.6262,180,180,66,170,10,114,0.87,0.37,0.94,0.50,0.70,0.70,0.2785714285714286
TCP_5_4,1923,5,4,14 states,28 symbols,625,20,17,306,4.196,13,12,22581,550313,SAT,628.5005,180,180,11,177,3,169,0.79,0.06,0.98,0.1,0.5,0.5,0.2708333333333333,54.05,0.0,,13,12,22581,550313,SAT,635.0480,180,180,57,173,7,123,0.89,0.32,0.96,0.50,0.60,0.60,0.2785714285714286
TCP_1_4,7193,1,4,14 states,28 symbols,625,20,17,306,4.2966,13,12,22581,550313,SAT,620.4228,180,180,20,179,1,160,0.95,0.11,0.99,0.2,0.6,0.6,0.2798319327731092,54.05,0.0,,13,12,22581,550313,SAT,637.2697,180,180,64,172,8,116,0.89,0.36,0.96,0.50,0.70,0.70,0.2785714285714286
TCP_8_4,6797,8,4,14 states,28 symbols,625,20,17,306,4.2493,13,12,22581,550313,SAT,623.6235,180,180,15,178,2,165,0.88,0.08,0.99,0.2,0.5,0.5,0.2798319327731092,54.05,0.0,,13,12,22581,550313,SAT,638.3717,180,180,59,171,9,121,0.87,0.33,0.95,0.50,0.60,0.60,0.2785714285714286
TCP_7_4,5209,7,4,14 states,28 symbols,625,20,17,306,4.2455,13,12,22581,550313,SAT,624.4303,180,180,20,179,1,160,0.95,0.11,0.99,0.2,0.6,0.6,0.2487394957983193,54.05,0.0,,13,12,22581,550313,SAT,635.7225,180,180,53,171,9,127,0.85,0.29,0.95,0.40,0.60,0.60,0.2785714285714286
TCP_9_4,250,9,4,14 states,28 symbols,625,20,17,306,4.2488,13,12,22581,550313,SAT,621.3603,180,180,19,178,2,161,0.9,0.11,0.99,0.2,0.5,0.5,0.2498789346246973,54.05,0.0,,13,12,22581,550313,SAT,639.0795,180,180,66,172,8,114,0.89,0.37,0.96,0.50,0.70,0.70,0.2785714285714286
TCP_2_4,6887,2,4,14 states,28 symbols,625,20,17,306,4.2033,13,12,22581,550313,SAT,630.1284,180,180,15,177,3,165,0.83,0.08,0.98,0.2,0.5,0.5,0.2798319327731092,54.05,0.0,,13,12,22581,550313,SAT,639.7632,180,180,59,172,8,121,0.88,0.33,0.96,0.50,0.60,0.60,0.2785714285714286
TCP_0_4,9654,0,4,14 states,28 symbols,625,20,17,306,4.3134,13,12,22581,550313,SAT,630.0264,180,180,17,177,3,163,0.85,0.09,0.98,0.2,0.5,0.5,0.2588827838827838,54.05,0.0,,13,12,22581,550313,SAT,633.0882,180,180,66,174,6,114,0.92,0.37,0.97,0.50,0.70,0.70,0.2785714285714286
