File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
TCP_1_37,7193,1,37,14 states,28 symbols,625,20,17,306,4.2361,13,12,22581,550313,SAT,622.4948,180,180,15,179,1,165,0.94,0.08,0.99,0.2,0.5,0.5,0.3031512605042017,54.05,0.0,,13,12,22581,550313,SAT,639.7410,180,180,64,172,8,116,0.89,0.36,0.96,0.50,0.70,0.70,0.2785714285714286
TCP_8_37,6797,8,37,14 states,28 symbols,625,20,17,306,4.3049,13,12,22581,550313,SAT,618.7098,180,180,16,179,1,164,0.94,0.09,0.99,0.2,0.5,0.5,0.3201573849878935,54.05,0.0,,13,12,22581,550313,SAT,641.4589,180,180,59,171,9,121,0.87,0.33,0.95,0.50,0.60,0.60,0.2785714285714286
TCP_7_37,5209,7,37,14 states,28 symbols,625,20,17,306,4.2523,13,12,22581,550313,SAT,622.2366,180,180,23,178,2,157,0.92,0.13,0.99,0.2,0.6,0.6,0.2720588235294118,54.05,0.0,,13,12,22581,550313,SAT,638.5575,180,180,53,171,9,127,0.85,0.29,0.95,0.40,0.60,0.60,0.2785714285714286
TCP_9_37,250,9,37,14 states,28 symbols,625,20,17,306,4.2167,13,12,22581,550313,SAT,624.043,180,180,14,180,0,166,1.0,0.08,1.0,0.1,0.5,0.5,0.251037851037851,54.05,0.0,,13,12,22581,550313,SAT,639.6892,180,180,66,172,8,114,0.89,0.37,0.96,0.50,0.70,0.70,0.2785714285714286
TCP_0_37,9654,0,37,14 states,28 symbols,625,20,17,306,4.2132,13,12,22581,550313,SAT,631.8066,180,180,15,178,2,165,0.88,0.08,0.99,0.2,0.5,0.5,0.2863095238095238,54.05,0.0,,13,12,22581,550313,SAT,639.6324,180,180,66,174,6,114,0.92,0.37,0.97,0.50,0.70,0.70,0.2785714285714286
TCP_2_37,6887,2,37,14 states,28 symbols,625,20,17,306,4.2458,13,12,22581,550313,SAT,623.3035,180,180,20,177,3,160,0.87,0.11,0.98,0.2,0.5,0.5,0.2398809523809524,54.05,0.0,,13,12,22581,550313,SAT,640.2128,180,180,59,172,8,121,0.88,0.33,0.96,0.50,0.60,0.60,0.2785714285714286
TCP_4_37,5450,4,37,14 states,28 symbols,625,20,17,306,4.3371,13,12,22581,550313,SAT,626.1143,180,180,19,176,4,161,0.83,0.11,0.98,0.2,0.5,0.5,0.2487394957983193,54.05,0.0,,13,12,22581,550313,SAT,641.8176,180,180,62,174,6,118,0.91,0.34,0.97,0.50,0.70,0.70,0.2785714285714286
TCP_5_37,1923,5,37,14 states,28 symbols,625,20,17,306,4.1884,13,12,22581,550313,SAT,624.4427,180,180,15,178,2,165,0.88,0.08,0.99,0.2,0.5,0.5,0.2798319327731092,54.05,0.0,,13,12,22581,550313,SAT,639.8704,180,180,57,173,7,123,0.89,0.32,0.96,0.50,0.60,0.60,0.2785714285714286
TCP_3_37,8776,3,37,14 states,28 symbols,625,20,17,306,4.1933,13,12,22581,550313,SAT,623.8324,180,180,11,177,3,169,0.79,0.06,0.98,0.1,0.5,0.5,0.2708333333333333,54.05,0.0,,13,12,22581,550313,SAT,637.1214,180,180,54,166,14,126,0.79,0.30,0.92,0.40,0.60,0.60,0.2785714285714286
TCP_6_37,3237,6,37,14 states,28 symbols,625,20,17,306,4.2201,13,12,22581,550313,SAT,625.9682,180,180,19,175,5,161,0.79,0.11,0.97,0.2,0.5,0.5,0.2863095238095238,54.05,0.0,,13,12,22581,550313,SAT,639.1711,180,180,66,170,10,114,0.87,0.37,0.94,0.50,0.70,0.70,0.2785714285714286
