File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
openSSL_4_150,6940,4,150,6 states,20 symbols,1511,10,0,579,18,66,31,0,12.6648,6,5,5244,71339,SAT,0.4108,600,600,227,594,6,373,0.97,0.38,0.99,0.5,0.7,0.7,0.6547619047619048,100.0,660.0,,6,5,5244,71339,SAT,0.6123,600,600,339,548,52,261,0.87,0.56,0.91,0.70,0.70,0.70,0.6547619047619048
openSSL_7_150,312,7,150,6 states,20 symbols,1516,10,0,663,18,70,30,0,11.7172,6,5,5748,78731,SAT,0.4141,600,600,224,593,7,376,0.97,0.37,0.99,0.5,0.7,0.7,0.6285714285714286,100.0,700.0,,6,5,5748,78731,SAT,0.6369,600,600,326,538,62,274,0.84,0.54,0.90,0.70,0.70,0.70,0.6285714285714286
openSSL_9_150,8768,9,150,6 states,20 symbols,1481,11,0,482,18,184,31,0,14.3927,6,5,4662,62875,SAT,0.4216,600,600,235,600,0,365,1.0,0.39,1.0,0.6,0.7,0.7,0.8642857142857143,100.0,1672.73,,6,5,4662,62875,SAT,0.4848,600,600,600,600,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.8904761904761904
openSSL_1_150,9292,1,150,6 states,20 symbols,1506,10,0,662,18,49,30,0,10.4844,6,5,5742,78643,SAT,0.4897,600,600,232,600,0,368,1.0,0.39,1.0,0.6,0.7,0.7,0.8642857142857143,100.0,490.0,,6,5,5742,78643,SAT,0.7577,600,600,327,595,5,273,0.98,0.55,0.99,0.70,0.80,0.80,0.838095238095238
openSSL_5_150,3796,5,150,6 states,20 symbols,1486,10,0,632,18,49,31,0,10.7272,6,5,5562,76003,SAT,0.4252,600,600,226,567,33,374,0.87,0.38,0.94,0.5,0.7,0.7,0.6285714285714286,100.0,490.0,,6,5,5562,76003,SAT,0.7196,600,600,326,501,99,274,0.77,0.54,0.83,0.60,0.70,0.70,0.6285714285714286
openSSL_8_150,7727,8,150,6 states,20 symbols,1499,10,0,676,18,86,31,0,11.9314,6,5,5826,79875,SAT,0.4947,600,600,230,569,31,370,0.88,0.38,0.95,0.5,0.7,0.7,0.7857142857142857,100.0,860.0,,6,5,5826,79875,SAT,0.7431,600,600,327,547,53,273,0.86,0.55,0.91,0.70,0.70,0.70,0.7857142857142857
openSSL_3_150,6240,3,150,6 states,20 symbols,1511,10,0,645,18,1,31,0,45.3897,6,5,5640,77147,SAT,0.5321,600,600,600,599,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.838095238095238,100.0,10.0,,6,5,5640,77147,SAT,0.9711,600,600,328,591,9,272,0.97,0.55,0.98,0.70,0.80,0.80,0.838095238095238
openSSL_2_150,180,2,150,6 states,20 symbols,1482,10,0,640,18,78,31,0,11.3321,6,5,5610,76707,SAT,0.5189,600,600,205,559,41,395,0.83,0.34,0.93,0.5,0.6,0.6,0.7857142857142857,100.0,780.0,,6,5,5610,76707,SAT,0.9344,600,600,326,600,0,274,1.00,0.54,1.00,0.70,0.80,0.80,0.8642857142857143
openSSL_6_150,9758,6,150,6 states,20 symbols,1508,10,0,681,18,77,31,0,12.3588,6,5,5856,80315,SAT,0.5935,600,600,224,599,1,376,1.0,0.37,1.0,0.5,0.7,0.7,0.8119047619047619,100.0,770.0,,6,5,5856,80315,SAT,0.8699,600,600,326,552,48,274,0.87,0.54,0.92,0.70,0.70,0.70,0.7857142857142857
openSSL_0_150,5989,0,150,6 states,20 symbols,1504,10,0,645,18,78,31,0,11.7097,6,5,5640,77147,SAT,0.6237,600,600,242,600,0,358,1.0,0.4,1.0,0.6,0.7,0.7,0.8642857142857143,100.0,780.0,,6,5,5640,77147,SAT,0.9840,600,600,318,592,8,282,0.98,0.53,0.99,0.70,0.80,0.80,0.838095238095238
