File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
openSSL_4_4,6940,4,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.1033,6,5,2226,28515,SAT,0.2407,112,112,58,112,0,54,1.0,0.52,1.0,0.7,0.8,0.8,0.8642857142857143,100.0,7033.33,,6,5,2226,28515,SAT,0.3090,112,112,112,109,3,0,0.97,1.00,0.97,1.00,1.00,1.00,0.8119047619047619
openSSL_9_4,8768,9,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.1622,6,5,2226,28515,SAT,0.248,112,112,45,112,0,67,1.0,0.4,1.0,0.6,0.7,0.7,0.8642857142857143,100.0,7033.33,,6,5,2226,28515,SAT,0.3142,112,112,112,107,5,0,0.96,1.00,0.96,1.00,1.00,1.00,0.8119047619047619
openSSL_6_4,9758,6,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.1849,6,5,2226,28515,SAT,0.2588,112,112,53,112,0,59,1.0,0.47,1.0,0.6,0.7,0.7,0.8642857142857143,100.0,7033.33,,6,5,2226,28515,SAT,0.2705,112,112,112,109,3,0,0.97,1.00,0.97,1.00,1.00,1.00,0.8119047619047619
openSSL_5_4,3796,5,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.1459,6,5,2226,28515,SAT,0.2422,112,112,57,112,0,55,1.0,0.51,1.0,0.7,0.8,0.8,0.8642857142857143,100.0,7033.33,,6,5,2226,28515,SAT,0.2771,112,112,112,107,5,0,0.96,1.00,0.96,1.00,1.00,1.00,0.8119047619047619
openSSL_1_4,9292,1,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.2,6,5,2226,28515,SAT,0.2533,112,112,49,112,0,63,1.0,0.44,1.0,0.6,0.7,0.7,0.8642857142857143,100.0,7033.33,,6,5,2226,28515,SAT,0.3507,112,112,112,111,1,0,0.99,1.00,0.99,1.00,1.00,1.00,0.8119047619047619
openSSL_2_4,180,2,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.1831,6,5,2226,28515,SAT,0.2502,112,112,42,112,0,70,1.0,0.38,1.0,0.5,0.7,0.7,0.8642857142857143,100.0,7033.33,,6,5,2226,28515,SAT,0.3897,112,112,112,109,3,0,0.97,1.00,0.97,1.00,1.00,1.00,0.8119047619047619
openSSL_3_4,6240,3,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.2224,6,5,2226,28515,SAT,0.2466,112,112,45,112,0,67,1.0,0.4,1.0,0.6,0.7,0.7,0.8642857142857143,100.0,7033.33,,6,5,2226,28515,SAT,0.4097,112,112,112,106,6,0,0.95,1.00,0.95,1.00,1.00,1.00,0.8119047619047619
openSSL_0_4,5989,0,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.2462,6,5,2226,28515,SAT,0.2616,112,112,112,111,1,0,0.99,1.0,0.99,1.0,1.0,1.0,0.7857142857142857,100.0,7033.33,,6,5,2226,28515,SAT,0.2598,112,112,112,108,4,0,0.97,1.00,0.96,1.00,1.00,1.00,0.8119047619047619
openSSL_8_4,7727,8,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.1283,6,5,2226,28515,SAT,0.2494,112,112,112,112,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.8119047619047619,100.0,7033.33,,6,5,2226,28515,SAT,0.4087,112,112,112,109,3,0,0.97,1.00,0.97,1.00,1.00,1.00,0.8119047619047619
openSSL_7_4,312,7,4,6 states,20 symbols,153,30,0,76,18,2110,19,0,1.6384,6,5,2226,28515,SAT,0.2881,112,112,112,112,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.8119047619047619,100.0,7033.33,,6,5,2226,28515,SAT,0.4227,112,112,112,108,4,0,0.97,1.00,0.96,1.00,1.00,1.00,0.8119047619047619
