File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random6_8_0,3721,8,0,11 states,12 symbols,233,18,12,115,12,2344,0,0,1.7214,17,16,5440,161696,SAT,1111.634,92,92,21,87,5,71,0.81,0.23,0.95,0.4,0.6,0.6,0.3068181818181818,60.0,7813.33,,17,16,5440,161696,SAT,1055.9558,92,92,24,87,5,68,0.83,0.26,0.95,0.40,0.60,0.60,0.3281024531024531
Random6_2_1200,5289,2,1200,11 states,12 symbols,22228,14,0,7377,12,0,0,0,3833.0343,12,11,90264,2645243,SAT,448.2717,4800,4800,4800,4800,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,12,11,90264,2645243,SAT,497.7351,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random6_5_1200,3720,5,1200,11 states,12 symbols,22288,11,0,10059,12,0,0,0,2526.5976,12,11,122448,3596489,SAT,524.0304,4800,4800,4800,4800,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,12,11,122448,3596489,SAT,672.2998,4800,4800,4800,4800,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random6_2_18,5289,2,18,11 states,12 symbols,233,18,12,115,12,2344,0,0,1.7232,17,16,5440,161696,SAT,1165.0883,92,92,19,87,5,73,0.79,0.21,0.95,0.3,0.6,0.6,0.3281024531024531,60.0,7813.33,,17,16,5440,161696,SAT,1056.1632,92,92,19,87,5,73,0.79,0.21,0.95,0.30,0.60,0.60,0.3281024531024531
Random6_0_37,6046,0,37,11 states,12 symbols,524,13,8,255,12,909,0,0,4.2006,16,15,7168,224147,SAT,804.1899,148,148,18,144,4,130,0.82,0.12,0.97,0.2,0.5,0.5,0.4796238244514106,61.9,4328.57,,16,15,7168,224147,SAT,932.7351,148,148,31,141,7,117,0.82,0.21,0.95,0.30,0.60,0.60,0.4959553158705701
Random6_6_18,9208,6,18,11 states,12 symbols,233,18,12,115,12,2344,0,0,1.7669,17,16,5440,161696,SAT,1111.0426,92,92,20,85,7,72,0.74,0.22,0.92,0.3,0.6,0.6,0.3068181818181818,60.0,7813.33,,17,16,5440,161696,SAT,1056.1438,92,92,21,86,6,71,0.78,0.23,0.93,0.40,0.60,0.60,0.3281024531024531
Random6_5_75,3720,5,75,11 states,12 symbols,1310,12,0,635,12,227,0,0,7.5613,12,11,9360,251257,SAT,189.4212,300,300,205,297,3,95,0.99,0.68,0.99,0.8,0.8,0.8,0.9426532769556024,100.0,1891.67,,12,11,9360,251257,SAT,260.1288,300,300,186,292,8,114,0.96,0.62,0.97,0.80,0.80,0.80,0.8863636363636364
Random6_9_18,3428,9,18,11 states,12 symbols,233,18,12,115,12,2344,0,0,1.7214,17,16,5440,161696,SAT,1156.1835,92,92,12,89,3,80,0.8,0.13,0.97,0.2,0.5,0.5,0.3281024531024531,60.0,7813.33,,17,16,5440,161696,SAT,1057.1820,92,92,13,89,3,79,0.81,0.14,0.97,0.20,0.60,0.60,0.3281024531024531
Random6_4_18,9208,4,18,11 states,12 symbols,233,18,12,115,12,2344,0,0,1.6748,17,16,5440,161696,SAT,1158.8154,92,92,18,84,8,74,0.69,0.2,0.91,0.3,0.6,0.6,0.3281024531024531,60.0,7813.33,,17,16,5440,161696,SAT,1057.6945,92,92,21,86,6,71,0.78,0.23,0.93,0.40,0.60,0.60,0.3281024531024531
Random6_4_300,9208,4,300,11 states,12 symbols,5685,11,0,2541,12,26,0,0,145.3372,12,11,32232,927599,SAT,270.6036,1200,1200,998,1185,15,202,0.99,0.83,0.99,0.9,0.9,0.9,0.9545454545454546,100.0,236.36,,12,11,32232,927599,SAT,206.0627,1200,1200,1200,1174,26,0,0.98,1.00,0.98,1.00,1.00,1.00,0.9545454545454546
