File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random3_9_75,3863,9,75,10 states,8 symbols,1187,13,1,520,8,116,0,0,10.4617,11,10,6699,168893,SAT,15.3573,300.0,300.0,108.0,291.0,9.0,192.0,0.92,0.36,0.97,0.5,0.7,0.7,0.7849358974358974,92.86,828.57,,11,10,6699,168893,SAT,15.9968,300,300,51,290,10,249,0.84,0.17,0.97,0.30,0.60,0.60,0.775
Random3_6_75,6253,6,75,10 states,8 symbols,1165,13,4,538,8,44,0,0,10.9425,13,12,8359,247495,SAT,200.9945,300.0,300.0,16.0,297.0,3.0,284.0,0.84,0.05,0.99,0.1,0.5,0.5,0.5958333333333333,76.47,258.82,,13,12,8359,247495,SAT,343.9864,300,300,11,297,3,289,0.79,0.04,0.99,0.10,0.50,0.50,0.48125
Random3_5_75,6267,5,75,10 states,8 symbols,1196,11,1,500,8,85,0,0,10.1633,11,10,6479,162449,SAT,20.568,300.0,300.0,247.0,280.0,20.0,53.0,0.93,0.82,0.93,0.9,0.9,0.9,0.875,91.67,708.33,,11,10,6479,162449,SAT,20.1313,300,300,247,280,20,53,0.93,0.82,0.93,0.90,0.90,0.90,0.875
Random3_0_75,221,0,75,10 states,8 symbols,1194,12,4,544,8,154,0,0,9.256,12,11,7692,211416,SAT,61.0806,300.0,300.0,7.0,299.0,1.0,293.0,0.88,0.02,1.0,0.0,0.5,0.5,0.6920454545454545,75.0,962.5,,12,11,7692,211416,SAT,73.7612,300,300,6,300,0,294,1.00,0.02,1.00,0.00,0.50,0.50,0.7159090909090908
Random3_8_75,1559,8,75,10 states,8 symbols,1185,15,0,578,8,101,0,0,11.5634,11,10,7337,186419,SAT,18.4181,300.0,300.0,135.0,295.0,5.0,165.0,0.96,0.45,0.98,0.6,0.7,0.7,0.9,100.0,673.33,,11,10,7337,186419,SAT,23.4639,300,300,130,299,1,170,0.99,0.43,1.00,0.60,0.70,0.70,0.9
Random3_7_75,9675,7,75,10 states,8 symbols,1173,16,3,510,8,166,0,0,22.0169,13,12,7995,236495,SAT,352.0231,300.0,300.0,29.0,294.0,6.0,271.0,0.83,0.1,0.98,0.2,0.5,0.5,0.7104166666666667,84.21,873.68,,13,12,7995,236495,SAT,340.1985,300,300,29,294,6,271,0.83,0.10,0.98,0.20,0.50,0.50,0.7104166666666667
Random3_4_75,3551,4,75,10 states,8 symbols,1157,27,9,557,8,285,0,0,84.5205,20,18,13490,578343,TIMEOUT,2382.1697,,,,,,,,-1.0,-1.0,-1.0,,-1.0,-1.0,75.0,791.67,,20,18,13490,578343,TIMEOUT,2375.3810,,,,,,,,,,,,,
Random3_1_75,9321,1,75,10 states,8 symbols,1209,11,0,595,8,66,0,0,7.2356,11,10,7524,190517,SAT,25.0344,300.0,300.0,68.0,289.0,11.0,232.0,0.86,0.23,0.96,0.4,0.6,0.6,0.7,100.0,600.0,,11,10,7524,190517,SAT,24.9169,300,300,68,289,11,232,0.86,0.23,0.96,0.40,0.60,0.60,0.7
Random3_3_75,7968,3,75,10 states,8 symbols,1206,13,1,512,8,56,0,0,13.4319,11,10,6611,166509,SAT,14.2158,300.0,300.0,143.0,286.0,14.0,157.0,0.91,0.48,0.95,0.6,0.7,0.7,0.825,92.86,400.0,,11,10,6611,166509,SAT,12.7703,300,300,151,284,16,149,0.90,0.50,0.95,0.60,0.70,0.70,0.825
Random3_2_75,1564,2,75,10 states,8 symbols,1178,25,10,521,8,104,0,0,85.2208,16,15,10400,380173,SAT,1252.7666,300.0,300.0,49.0,284.0,16.0,251.0,0.75,0.16,0.95,0.3,0.6,0.6,0.2916666666666666,71.43,297.14,,16,15,10400,380173,SAT,1250.1538,300,300,49,284,16,251,0.75,0.16,0.95,0.30,0.60,0.60,0.29166666666666663
