File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random3_7_600,9675,7,600,10 states,8 symbols,10097,13,0,4553,8,12,0,0,710.7492,11,10,51062,1370485,SAT,148.6351,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,92.31,,11,10,51062,1370485,SAT,130.0705,2400,2400,2400,2400,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_2_600,1564,2,600,10 states,8 symbols,10087,13,0,4584,8,16,0,0,827.6389,11,10,51403,1379723,SAT,147.4268,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,123.08,,11,10,51403,1379723,SAT,118.9904,2400,2400,2400,2353,47,0,0.98,1.00,0.98,1.00,1.00,1.00,0.95
Random3_1_600,9321,1,600,10 states,8 symbols,10098,13,0,4629,8,5,0,0,583.3462,11,10,51898,1393133,SAT,140.8843,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,38.46,,11,10,51898,1393133,SAT,150.9119,2400,2400,2400,2400,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_9_600,3863,9,600,10 states,8 symbols,10107,13,0,4797,8,0,0,0,668.4678,11,10,53746,1443197,SAT,150.075,2400.0,2400.0,2400.0,2375.0,25.0,0.0,0.99,1.0,0.99,1.0,1.0,1.0,0.975,100.0,0.0,,11,10,53746,1443197,SAT,117.4310,2400,2400,2400,2375,25,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_4_600,3551,4,600,10 states,8 symbols,10035,13,0,4704,8,0,0,0,768.1939,11,10,52723,1415483,SAT,116.3702,2400.0,2400.0,2400.0,2372.0,28.0,0.0,0.99,1.0,0.99,1.0,1.0,1.0,0.975,100.0,0.0,,11,10,52723,1415483,SAT,118.0089,2400,2400,2400,2372,28,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_8_600,1559,8,600,10 states,8 symbols,10089,15,0,4936,8,0,0,0,1104.9942,11,10,55275,1485103,SAT,152.6029,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,55275,1485103,SAT,152.6728,2400,2400,2400,2374,26,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_6_600,6253,6,600,10 states,8 symbols,10152,15,0,4716,8,0,0,0,1075.5732,11,10,52855,1419543,SAT,143.9348,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,52855,1419543,SAT,138.0170,2400,2400,2400,2374,26,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_3_600,7968,3,600,10 states,8 symbols,10116,13,0,4486,8,4,0,0,716.5583,11,10,50325,1350519,SAT,140.4637,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,30.77,,11,10,50325,1350519,SAT,137.8570,2400,2400,2400,2377,23,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
Random3_5_600,6267,5,600,10 states,8 symbols,10043,13,0,4513,8,0,0,0,798.6448,11,10,50622,1358565,SAT,151.1456,2400.0,2400.0,2400.0,2400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,11,10,50622,1358565,SAT,120.7743,2400,2400,2400,2400,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0
Random3_0_600,221,0,600,10 states,8 symbols,10043,13,0,4443,8,8,0,0,514.2754,11,10,49852,1337705,SAT,146.0574,2400.0,2400.0,2400.0,2379.0,21.0,0.0,0.99,1.0,0.99,1.0,1.0,1.0,0.975,100.0,61.54,,11,10,49852,1337705,SAT,147.0749,2400,2400,2400,2379,21,0,0.99,1.00,0.99,1.00,1.00,1.00,0.975
