File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random6_9_0,3428,9,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.4520,92,92,0,92,0,92,0.00,0.00,0.00,0.00,0.50,0.00,0.17942583732057416,65.31,6069.39
Random6_5_0,3720,5,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.6453,92,92,0,92,0,92,0.00,0.00,0.00,0.00,0.50,0.00,0.17942583732057416,65.31,6069.39
Random6_1_0,5059,1,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.5100,92,92,0,92,0,92,0.00,0.00,0.00,0.00,0.50,0.00,0.17942583732057416,65.31,6069.39
Random6_3_0,3488,3,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.4818,92,92,0,92,0,92,0.00,0.00,0.00,0.00,0.50,0.00,0.17942583732057416,65.31,6069.39
Random6_0_0,6046,0,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.5649,92,92,0,91,1,92,0.00,0.00,0.99,0.00,0.50,0.50,0.17942583732057416,65.31,6069.39
Random6_6_0,9208,6,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.4530,92,92,1,92,0,91,1.00,0.01,1.00,0.00,0.50,0.50,0.17942583732057416,65.31,6069.39
Random6_4_0,9208,4,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.6826,92,92,1,92,0,91,1.00,0.01,1.00,0.00,0.50,0.50,0.17942583732057416,65.31,6069.39
Random6_7_0,6380,7,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.4571,92,92,0,92,0,92,0.00,0.00,0.00,0.00,0.50,0.00,0.17942583732057416,65.31,6069.39
Random6_8_0,3721,8,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.4491,92,92,1,92,0,91,1.00,0.01,1.00,0.00,0.50,0.50,0.17942583732057416,65.31,6069.39
Random6_2_0,5289,2,0,11 states,12 symbols,233,32,17,28,12,2974,0,0,2.7351,92,92,0,92,0,92,0.00,0.00,0.00,0.00,0.50,0.00,0.17942583732057416,65.31,6069.39
