File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random3_3_75,7968,3,75,10 states,8 symbols,1206,30,10,555,142.4892,19,18,13452,579443,SAT,2004.0593,300,300,121,246,54,179,0.69,0.4,0.82,0.5,0.6,0.6,0.3751811594202898,75.0,0.0,,19,18,13452,579443,SAT,2011.6577,300,300,119,245,55,181,0.68,0.40,0.82,0.50,0.60,0.60,0.36944444444444446
Random3_5_75,6267,5,75,10 states,8 symbols,1196,25,10,571,126.7924,17,16,12036,467438,SAT,1550.0231,300,300,53,281,19,247,0.74,0.18,0.94,0.3,0.6,0.6,0.40625,71.43,0.0,,17,16,12036,467438,SAT,1517.3449,300,300,42,282,18,258,0.70,0.14,0.94,0.20,0.50,0.50,0.40625
Random3_8_75,1559,8,75,10 states,8 symbols,1185,11,2,557,7.9039,13,12,8606,254066,SAT,353.0652,300,300,42,295,5,258,0.89,0.14,0.98,0.2,0.6,0.6,0.6416666666666666,84.62,0.0,,13,12,8606,254066,SAT,337.4435,300,300,22,299,1,278,0.96,0.07,1.00,0.10,0.50,0.50,0.7333333333333334
Random3_2_75,1564,2,75,10 states,8 symbols,1178,14,1,575,13.2294,11,10,7304,185525,SAT,28.0191,300,300,47,295,5,253,0.9,0.16,0.98,0.3,0.6,0.6,0.725,93.33,0.0,,11,10,7304,185525,SAT,27.4734,300,300,47,295,5,253,0.90,0.16,0.98,0.30,0.60,0.60,0.725
Random3_6_75,6253,6,75,10 states,8 symbols,1165,12,6,464,12.0906,13,12,7397,216975,SAT,164.0488,300,300,4,296,4,296,0.5,0.01,0.99,0.0,0.5,0.5,0.5321808510638297,66.67,0.0,,13,12,7397,216975,SAT,178.6560,300,300,3,298,2,297,0.60,0.01,0.99,0.00,0.50,0.50,0.6247340425531915
Random3_4_75,3551,4,75,10 states,8 symbols,1157,22,6,353,37.7659,15,14,7110,235609,SAT,518.1404,300,300,67,273,27,233,0.71,0.22,0.91,0.3,0.6,0.6,0.5142857142857142,78.57,0.0,,15,14,7110,235609,SAT,512.3439,300,300,67,273,27,233,0.71,0.22,0.91,0.30,0.60,0.60,0.5142857142857142
Random3_1_75,9321,1,75,10 states,8 symbols,1209,10,0,603,5.9807,11,10,7612,192659,SAT,25.5498,300,300,43,293,7,257,0.86,0.14,0.98,0.2,0.6,0.6,0.725,100.0,0.0,,11,10,7612,192659,SAT,27.6017,300,300,145,290,10,155,0.94,0.48,0.97,0.60,0.70,0.70,0.8
Random3_7_75,9675,7,75,10 states,8 symbols,1173,15,8,447,20.4708,13,12,7176,211576,SAT,170.3564,300,300,111,266,34,189,0.77,0.37,0.89,0.5,0.6,0.6,0.6645833333333333,65.22,0.0,,13,12,7176,211576,SAT,181.9213,300,300,127,264,36,173,0.78,0.42,0.88,0.50,0.70,0.70,0.61875
Random3_0_75,221,0,75,10 states,8 symbols,1194,27,15,587,122.9477,19,18,14060,609495,SAT,2039.0021,300,300,4,300,0,296,1.0,0.01,1.0,0.0,0.5,0.5,0.2916666666666667,64.29,0.0,,19,18,14060,609495,SAT,2175.8300,300,300,4,300,0,296,1.00,0.01,1.00,0.00,0.50,0.50,0.2916666666666667
Random3_9_75,3863,9,75,10 states,8 symbols,1187,22,21,566,135.0286,19,18,13661,591443,SAT,2101.1182,300,300,9,299,1,291,0.9,0.03,1.0,0.1,0.5,0.5,0.2735915492957746,51.16,0.0,,19,18,13661,591443,SAT,2096.4817,300,300,9,299,1,291,0.90,0.03,1.00,0.10,0.50,0.50,0.2735915492957746
