File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random6_4_300,9208,4,300,11 states,12 symbols,5685,11,0,2541,137.9964,12,11,32232,927599,SAT,234.1951,1200,1200,1200,1174,26,0,0.98,1.0,0.98,1.0,1.0,1.0,0.9545454545454546,100.0,0.0,,12,11,32232,927599,SAT,205.8215,1200,1200,1200,1174,26,0,0.98,1.00,0.98,1.00,1.00,1.00,0.9545454545454546
Random6_8_300,3721,8,300,11 states,12 symbols,5664,12,0,2520,189.7253,12,11,31980,920432,SAT,393.1846,1200,1200,988,1196,4,212,1.0,0.82,1.0,0.9,0.9,0.9,0.9545454545454546,100.0,0.0,,12,11,31980,920432,SAT,392.8621,1200,1200,988,1196,4,212,1.00,0.82,1.00,0.90,0.90,0.90,0.9545454545454546
Random6_6_300,9208,6,300,11 states,12 symbols,5685,11,0,2541,135.8052,12,11,32232,927599,SAT,317.5272,1200,1200,1200,1186,14,0,0.99,1.0,0.99,1.0,1.0,1.0,0.9772727272727272,100.0,0.0,,12,11,32232,927599,SAT,204.5693,1200,1200,1200,1174,26,0,0.98,1.00,0.98,1.00,1.00,1.00,0.9545454545454546
Random6_0_300,6046,0,300,11 states,12 symbols,5667,11,0,2348,179.3879,12,11,29916,859084,SAT,379.9235,1200,1200,728,1200,0,472,1.0,0.61,1.0,0.8,0.8,0.8,0.9656448202959832,100.0,0.0,,12,11,29916,859084,SAT,373.5384,1200,1200,752,1172,28,448,0.96,0.63,0.98,0.80,0.80,0.80,0.9426532769556025
Random6_9_300,3428,9,300,11 states,12 symbols,5599,15,0,1996,266.6642,12,11,25692,735276,SAT,224.0578,1200,1200,995,1193,7,205,0.99,0.83,0.99,0.9,0.9,0.9,0.9545454545454546,100.0,0.0,,12,11,25692,735276,SAT,180.4681,1200,1200,995,1193,7,205,0.99,0.83,0.99,0.90,0.90,0.90,0.9545454545454546
Random6_1_300,5059,1,300,11 states,12 symbols,5679,12,0,2698,157.3146,12,11,34116,983622,SAT,393.7102,1200,1200,978,1180,20,222,0.98,0.81,0.98,0.9,0.9,0.9,0.9545454545454546,100.0,0.0,,12,11,34116,983622,SAT,409.3259,1200,1200,978,1180,20,222,0.98,0.81,0.98,0.90,0.90,0.90,0.9545454545454546
Random6_2_300,5289,2,300,11 states,12 symbols,5620,14,0,2743,225.7517,12,11,34656,1000173,SAT,303.9831,1200,1200,962,1186,14,238,0.99,0.8,0.99,0.9,0.9,0.9,0.9545454545454546,100.0,0.0,,12,11,34656,1000173,SAT,305.8729,1200,1200,962,1186,14,238,0.99,0.80,0.99,0.90,0.90,0.90,0.9545454545454546
Random6_7_300,6380,7,300,11 states,12 symbols,5633,15,0,2799,193.0403,12,11,35328,1020341,SAT,263.6255,1200,1200,956,1200,0,244,1.0,0.8,1.0,0.9,0.9,0.9,0.9772727272727272,100.0,0.0,,12,11,35328,1020341,SAT,260.8887,1200,1200,956,1200,0,244,1.00,0.80,1.00,0.90,0.90,0.90,0.9772727272727273
Random6_5_300,3720,5,300,11 states,12 symbols,5671,13,0,2247,180.4509,12,11,28704,823805,SAT,230.2842,1200,1200,807,1170,30,393,0.96,0.67,0.97,0.8,0.8,0.8,0.8863636363636364,100.0,0.0,,12,11,28704,823805,SAT,228.2735,1200,1200,807,1170,30,393,0.96,0.67,0.97,0.80,0.80,0.80,0.8863636363636364
Random6_3_300,3488,3,300,11 states,12 symbols,5633,14,0,2275,254.7783,12,11,29040,834033,SAT,302.2192,1200,1200,1010,1179,21,190,0.98,0.84,0.98,0.9,0.9,0.9,0.9545454545454546,100.0,0.0,,12,11,29040,834033,SAT,311.5305,1200,1200,1010,1179,21,190,0.98,0.84,0.98,0.90,0.90,0.90,0.9545454545454546
