File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random6_5_75,3720,5,75,11 states,12 symbols,1310,14,0,621,12.1228,12,11,9192,246863,SAT,212.7525,300,300,209,290,10,91,0.95,0.7,0.97,0.8,0.8,0.8,0.8966701902748414,100.0,0.0,,12,11,9192,246863,SAT,89.1793,300,300,214,293,7,86,0.97,0.71,0.98,0.80,0.80,0.80,0.8863636363636364
Random6_3_0,3488,3,0,11 states,12 symbols,233,6,20,115,0.9342,15,14,4440,118641,SAT,743.1525,92,92,4,88,4,88,0.5,0.04,0.96,0.1,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.6463,92,92,4,90,2,88,0.67,0.04,0.98,0.10,0.50,0.50,0.24747474747474746
Random6_2_600,5289,2,600,11 states,12 symbols,11230,14,0,3760,865.88,12,11,46860,1361208,SAT,396.2476,2400,2400,2400,2400,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,,12,11,46860,1361208,SAT,422.5130,2400,2400,1929,2371,29,471,0.99,0.80,0.99,0.90,0.90,0.90,0.9545454545454546
Random6_8_75,3721,8,75,11 states,12 symbols,1302,13,3,526,11.6722,12,11,8052,213714,SAT,81.227,300,300,155,275,25,145,0.86,0.52,0.92,0.6,0.7,0.7,0.7587209302325582,81.25,0.0,,12,11,8052,213714,SAT,48.3632,300,300,155,276,24,145,0.87,0.52,0.92,0.60,0.70,0.70,0.7272727272727273
Random6_4_300,9208,4,300,11 states,12 symbols,5685,11,0,2541,137.9964,12,11,32232,927599,SAT,234.1951,1200,1200,1200,1174,26,0,0.98,1.0,0.98,1.0,1.0,1.0,0.9545454545454546,100.0,0.0,,12,11,32232,927599,SAT,205.8215,1200,1200,1200,1174,26,0,0.98,1.00,0.98,1.00,1.00,1.00,0.9545454545454546
Random6_0_37,6046,0,37,11 states,12 symbols,524,9,3,257,1.7121,14,13,5964,164214,SAT,394.0457,148,148,4,148,0,144,1.0,0.03,1.0,0.1,0.5,0.5,0.4825174825174825,75.0,0.0,,14,13,5964,164214,SAT,393.0202,148,148,4,148,0,144,1.00,0.03,1.00,0.10,0.50,0.50,0.4825174825174825
Random6_2_150,5289,2,150,11 states,12 symbols,2750,14,0,1345,49.6199,12,11,17880,503883,SAT,275.9128,600,600,431,579,21,169,0.95,0.72,0.96,0.8,0.8,0.8,0.8863636363636364,100.0,0.0,,12,11,17880,503883,SAT,141.9774,600,600,351,591,9,249,0.97,0.58,0.98,0.70,0.80,0.80,0.9090909090909091
Random6_1_0,5059,1,0,11 states,12 symbols,233,6,20,115,0.9262,15,14,4440,118641,SAT,743.3271,92,92,0,91,1,92,0.0,0.0,0.99,0.0,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.7821,92,92,1,91,1,91,0.50,0.01,0.99,0.00,0.50,0.50,0.24747474747474746
Random6_8_300,3721,8,300,11 states,12 symbols,5664,12,0,2520,189.7253,12,11,31980,920432,SAT,393.1846,1200,1200,988,1196,4,212,1.0,0.82,1.0,0.9,0.9,0.9,0.9545454545454546,100.0,0.0,,12,11,31980,920432,SAT,392.8621,1200,1200,988,1196,4,212,1.00,0.82,1.00,0.90,0.90,0.90,0.9545454545454546
Random6_2_37,5289,2,37,11 states,12 symbols,522,19,5,252,4.3024,13,12,5317,141467,SAT,360.4432,148,148,43,145,3,105,0.93,0.29,0.98,0.4,0.6,0.6,0.6098484848484849,79.17,0.0,,13,12,5317,141467,SAT,318.7655,148,148,55,144,4,93,0.93,0.37,0.97,0.50,0.70,0.70,0.5445075757575758
