File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random6_5_75,3720,5,75,11 states,12 symbols,1310,14,0,621,12.1228,12,11,9192,246863,SAT,212.7525,300,300,209,290,10,91,0.95,0.7,0.97,0.8,0.8,0.8,0.8966701902748414,100.0,0.0,,12,11,9192,246863,SAT,89.1793,300,300,214,293,7,86,0.97,0.71,0.98,0.80,0.80,0.80,0.8863636363636364
Random6_8_75,3721,8,75,11 states,12 symbols,1302,13,3,526,11.6722,12,11,8052,213714,SAT,81.227,300,300,155,275,25,145,0.86,0.52,0.92,0.6,0.7,0.7,0.7587209302325582,81.25,0.0,,12,11,8052,213714,SAT,48.3632,300,300,155,276,24,145,0.87,0.52,0.92,0.60,0.70,0.70,0.7272727272727273
Random6_2_75,5289,2,75,11 states,12 symbols,1262,13,2,533,12.8305,14,13,9828,298974,SAT,587.4112,300,300,51,300,0,249,1.0,0.17,1.0,0.3,0.6,0.6,0.6713286713286714,86.67,0.0,,14,13,9828,298974,SAT,487.0703,300,300,51,300,0,249,1.00,0.17,1.00,0.30,0.60,0.60,0.6713286713286714
Random6_4_75,9208,4,75,11 states,12 symbols,1294,14,0,565,13.6129,12,11,8520,226983,SAT,62.5333,300,300,103,288,12,197,0.9,0.34,0.96,0.5,0.7,0.7,0.8181818181818182,100.0,0.0,,12,11,8520,226983,SAT,54.9295,300,300,110,291,9,190,0.92,0.37,0.97,0.50,0.70,0.70,0.8636363636363636
Random6_1_75,5059,1,75,11 states,12 symbols,1300,13,0,585,8.2018,12,11,8760,233795,SAT,67.8774,300,300,172,281,19,128,0.9,0.57,0.94,0.7,0.8,0.8,0.7954545454545454,100.0,0.0,,12,11,8760,233795,SAT,63.0058,300,300,212,278,22,88,0.91,0.71,0.93,0.80,0.80,0.80,0.8636363636363636
Random6_0_75,6046,0,75,11 states,12 symbols,1299,13,1,595,12.4186,13,12,9776,281118,SAT,275.7453,300,300,171,289,11,129,0.94,0.57,0.96,0.7,0.8,0.8,0.696969696969697,92.86,0.0,,13,12,9776,281118,SAT,242.4241,300,300,125,287,13,175,0.91,0.42,0.96,0.60,0.70,0.70,0.6600580270793037
Random6_3_75,3488,3,75,11 states,12 symbols,1297,16,1,620,14.5909,13,12,10101,292557,SAT,504.3305,300,300,123,288,12,177,0.91,0.41,0.96,0.6,0.7,0.7,0.71875,94.12,0.0,,13,12,10101,292557,SAT,428.4800,300,300,188,294,6,112,0.97,0.63,0.98,0.80,0.80,0.80,0.8276515151515151
Random6_6_75,9208,6,75,11 states,12 symbols,1294,14,0,565,13.3813,12,11,8520,226983,SAT,64.6709,300,300,199,281,19,101,0.91,0.66,0.94,0.8,0.8,0.8,0.8409090909090909,100.0,0.0,,12,11,8520,226983,SAT,55.2391,300,300,110,291,9,190,0.92,0.37,0.97,0.50,0.70,0.70,0.8636363636363636
Random6_9_75,3428,9,75,11 states,12 symbols,1282,14,2,513,12.64,14,13,9548,289686,SAT,588.5343,300,300,93,294,6,207,0.94,0.31,0.98,0.5,0.6,0.6,0.6561942959001783,87.5,0.0,,14,13,9548,289686,SAT,592.8572,300,300,93,294,6,207,0.94,0.31,0.98,0.50,0.60,0.60,0.6561942959001783
Random6_7_75,6380,7,75,11 states,12 symbols,1293,16,1,393,19.8941,13,12,7150,197898,SAT,170.0963,300,300,109,281,19,191,0.85,0.36,0.94,0.5,0.7,0.7,0.6316287878787878,94.12,0.0,,13,12,7150,197898,SAT,305.0073,300,300,145,289,11,155,0.93,0.48,0.96,0.60,0.70,0.70,0.7920696324951644
