File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
Random6_2_18,5289,2,18,11 states,12 symbols,233,6,20,115,0.9392,15,14,4440,118641,SAT,665.8339,92,92,5,91,1,87,0.83,0.05,0.99,0.1,0.5,0.5,0.2474747474747474,23.08,0.0,,15,14,4440,118641,SAT,665.5197,92,92,5,91,1,87,0.83,0.05,0.99,0.10,0.50,0.50,0.24747474747474746
Random6_6_18,9208,6,18,11 states,12 symbols,233,6,20,115,0.9157,15,14,4440,118641,SAT,721.2437,92,92,7,89,3,85,0.7,0.08,0.97,0.1,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.5373,92,92,7,89,3,85,0.70,0.08,0.97,0.10,0.50,0.50,0.24747474747474746
Random6_3_18,3488,3,18,11 states,12 symbols,233,6,20,115,0.9245,15,14,4440,118641,SAT,680.7262,92,92,4,88,4,88,0.5,0.04,0.96,0.1,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.3372,92,92,4,90,2,88,0.67,0.04,0.98,0.10,0.50,0.50,0.24747474747474746
Random6_7_18,6380,7,18,11 states,12 symbols,233,6,20,115,0.9596,15,14,4440,118641,SAT,680.0429,92,92,4,92,0,88,1.0,0.04,1.0,0.1,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.5399,92,92,5,91,1,87,0.83,0.05,0.99,0.10,0.50,0.50,0.24747474747474746
Random6_9_18,3428,9,18,11 states,12 symbols,233,6,20,115,0.9182,15,14,4440,118641,SAT,800.6746,92,92,3,92,0,89,1.0,0.03,1.0,0.1,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.8237,92,92,5,91,1,87,0.83,0.05,0.99,0.10,0.50,0.50,0.24747474747474746
Random6_0_18,6046,0,18,11 states,12 symbols,233,6,20,115,0.9251,15,14,4440,118641,SAT,743.6224,92,92,8,90,2,84,0.8,0.09,0.98,0.2,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.6993,92,92,9,90,2,83,0.82,0.10,0.98,0.20,0.50,0.50,0.24747474747474746
Random6_4_18,9208,4,18,11 states,12 symbols,233,6,20,115,0.9202,15,14,4440,118641,SAT,678.0803,92,92,7,89,3,85,0.7,0.08,0.97,0.1,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.5390,92,92,7,89,3,85,0.70,0.08,0.97,0.10,0.50,0.50,0.24747474747474746
Random6_1_18,5059,1,18,11 states,12 symbols,233,6,20,115,0.9122,15,14,4440,118641,SAT,665.5521,92,92,1,91,1,91,0.5,0.01,0.99,0.0,0.5,0.5,0.2474747474747474,23.08,0.0,,15,14,4440,118641,SAT,665.5103,92,92,1,91,1,91,0.50,0.01,0.99,0.00,0.50,0.50,0.24747474747474746
Random6_5_18,3720,5,18,11 states,12 symbols,233,6,20,115,0.9513,15,14,4440,118641,SAT,721.006,92,92,3,91,1,89,0.75,0.03,0.99,0.1,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.7320,92,92,3,91,1,89,0.75,0.03,0.99,0.10,0.50,0.50,0.24747474747474746
Random6_8_18,3721,8,18,11 states,12 symbols,233,6,20,115,0.9317,15,14,4440,118641,SAT,801.5438,92,92,8,89,3,84,0.73,0.09,0.97,0.2,0.5,0.5,0.284090909090909,23.08,0.0,,15,14,4440,118641,SAT,665.7189,92,92,7,90,2,85,0.78,0.08,0.98,0.10,0.50,0.50,0.24747474747474746
