File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random3_6_0,6253,6,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.1148,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.2833333333333333,33.33,2160.61
Random3_8_0,1559,8,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.0492,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.2833333333333333,33.33,2160.61
Random3_4_0,3551,4,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.0341,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.2833333333333333,33.33,2160.61
Random3_2_0,1564,2,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.0705,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.2833333333333333,33.33,2160.61
Random3_1_0,9321,1,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.0899,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.2833333333333333,33.33,2160.61
Random3_0_0,221,0,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.0670,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.2833333333333333,33.33,2160.61
Random3_9_0,3863,9,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.0714,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.2833333333333333,33.33,2160.61
Random3_5_0,6267,5,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.0760,84,84,0,83,1,84,0.00,0.00,0.99,0.00,0.50,0.50,0.2833333333333333,33.33,2160.61
Random3_7_0,9675,7,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.0592,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.2833333333333333,33.33,2160.61
Random3_3_0,7968,3,0,10 states,8 symbols,196,11,22,13,8,713,0,0,1.0438,84,84,0,84,0,84,0.00,0.00,0.00,0.00,0.50,0.00,0.2833333333333333,33.33,2160.61
