File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
Random3_8_150,1559,8,150,10 states,8 symbols,2517,30,1,11,8,134,0,0,69.0194,600,600,534,592,8,66,0.99,0.89,0.99,0.90,0.90,0.90,0.9384146341463415,96.77,432.26
Random3_1_150,9321,1,150,10 states,8 symbols,2508,30,6,12,8,165,0,0,62.1992,600,600,336,577,23,264,0.94,0.56,0.96,0.70,0.80,0.80,0.8098404255319149,83.33,458.33
Random3_7_150,9675,7,150,10 states,8 symbols,2517,27,4,10,8,99,0,0,84.3940,600,600,491,578,22,109,0.96,0.82,0.96,0.90,0.90,0.90,0.9,87.10,319.35
Random3_5_150,6267,5,150,10 states,8 symbols,2498,30,12,15,8,252,0,0,62.7156,600,600,233,575,25,367,0.90,0.39,0.96,0.50,0.70,0.70,0.7071428571428571,71.43,600.00
Random3_4_150,3551,4,150,10 states,8 symbols,2494,27,5,11,8,67,0,0,84.0158,600,600,500,582,18,100,0.97,0.83,0.97,0.90,0.90,0.90,0.8785714285714286,84.38,209.38
Random3_9_150,3863,9,150,10 states,8 symbols,2513,27,5,12,8,108,0,0,98.9663,600,600,334,587,13,266,0.96,0.56,0.98,0.70,0.80,0.80,0.8444767441860466,84.38,337.50
Random3_2_150,1564,2,150,10 states,8 symbols,2493,25,7,11,8,137,0,0,56.7953,600,600,285,586,14,315,0.95,0.47,0.98,0.60,0.70,0.70,0.8541666666666667,78.12,428.12
Random3_0_150,221,0,150,10 states,8 symbols,2517,29,3,11,8,108,0,0,102.2562,600,600,181,584,16,419,0.92,0.30,0.97,0.50,0.60,0.60,0.9029761904761905,90.62,337.50
Random3_3_150,7968,3,150,10 states,8 symbols,2514,29,2,11,8,66,0,0,98.9369,600,600,533,587,13,67,0.98,0.89,0.98,0.90,0.90,0.90,0.913719512195122,93.55,212.90
Random3_6_150,6253,6,150,10 states,8 symbols,2546,27,7,12,8,115,0,0,98.7474,600,600,267,578,22,333,0.92,0.45,0.96,0.60,0.70,0.70,0.7791666666666666,79.41,338.24
