File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
coffeemachine_7_50,8829,7,50,6 states,8 symbols,468,18,2,227,33,985,,,5.3794,6,5,1800,24466,SAT,0.2291,200,200,41,197,3,159,0.93,0.20,0.98,0.30,0.60,0.60,0.5041666666666667,90.00,4925.00
coffeemachine_8_50,5553,8,50,6 states,8 symbols,483,23,9,229,34,2157,,,12.6395,11,10,3982,93351,SAT,20.8956,200,200,92,199,1,108,0.99,0.46,0.99,0.60,0.70,0.70,0.43333333333333335,71.88,6740.62
coffeemachine_0_50,3681,0,50,6 states,8 symbols,489,12,0,232,34,101,,,3.6571,7,6,2219,33737,SAT,0.3621,200,200,200,198,2,0,0.99,1.00,0.99,1.00,1.00,1.00,0.9583333333333334,100.00,841.67
coffeemachine_3_50,5795,3,50,6 states,8 symbols,467,11,0,216,34,140,,,2.4465,7,6,2107,31719,SAT,0.3521,200,200,200,194,6,0,0.97,1.00,0.97,1.00,1.00,1.00,0.875,100.00,1272.73
coffeemachine_2_50,5315,2,50,6 states,8 symbols,480,7,0,229,34,34,,,1.7988,7,6,2198,32887,SAT,0.3761,200,200,145,198,2,55,0.99,0.72,0.99,0.80,0.90,0.90,0.7083333333333334,100.00,485.71
coffeemachine_1_50,8014,1,50,6 states,8 symbols,473,7,1,234,34,122,,,1.9216,7,6,2233,33585,SAT,0.3753,200,200,164,199,1,36,0.99,0.82,0.99,0.90,0.90,0.90,0.6666666666666666,87.50,1525.00
coffeemachine_6_50,9998,6,50,6 states,8 symbols,487,7,0,236,34,164,,,2.2403,7,6,2247,33727,SAT,0.5378,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.8333333333333334,100.00,2342.86
coffeemachine_9_50,2925,9,50,6 states,8 symbols,480,9,0,218,34,130,,,2.0653,7,6,2121,31763,SAT,0.3477,200,200,90,200,0,110,1.00,0.45,1.00,0.60,0.70,0.70,0.625,100.00,1444.44
coffeemachine_5_50,6578,5,50,6 states,8 symbols,490,12,8,241,34,911,,,9.1722,10,9,3620,76452,SAT,12.2666,200,200,127,199,1,73,0.99,0.64,0.99,0.80,0.80,0.80,0.45138888888888884,60.00,4555.00
coffeemachine_4_50,8307,4,50,6 states,8 symbols,485,11,0,223,34,293,,,3.2242,7,6,2156,32559,SAT,0.3515,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.9166666666666666,100.00,2663.64
