File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2
coffeemachine_6_50,9998,6,50,6 states,8 symbols,487,10,10,7,8,69,4,0,1.6582,200,200,36,200,0,164,1.0,0.18,1.0,0.3,0.6,0.6,0.5208333333333333,50.0,345.0,200,200,79,200,0,121,1.00,0.40,1.00,0.60,0.70,0.70
coffeemachine_8_50,5553,8,50,6 states,8 symbols,483,15,6,7,8,40,4,0,1.7907,200,200,90,200,0,110,1.0,0.45,1.0,0.6,0.7,0.7,0.6689814814814815,71.43,190.48,200,200,119,200,0,81,1.00,0.59,1.00,0.70,0.80,0.80
coffeemachine_5_50,6578,5,50,6 states,8 symbols,490,15,5,7,8,87,4,0,1.4909,200,200,99,200,0,101,1.0,0.49,1.0,0.7,0.7,0.7,0.5608974358974359,75.0,435.0,200,200,123,200,0,77,1.00,0.61,1.00,0.80,0.80,0.80
coffeemachine_2_50,5315,2,50,6 states,8 symbols,480,13,6,6,8,76,4,0,1.8153,200,200,114,200,0,86,1.0,0.57,1.0,0.7,0.8,0.8,0.75,68.42,400.0,200,200,160,200,0,40,1.00,0.80,1.00,0.90,0.90,0.90
coffeemachine_9_50,2925,9,50,6 states,8 symbols,480,18,3,7,8,44,4,0,2.3334,200,200,96,200,0,104,1.0,0.48,1.0,0.6,0.7,0.7,0.787037037037037,85.71,209.52,200,200,137,200,0,63,1.00,0.69,1.00,0.80,0.80,0.80
coffeemachine_4_50,8307,4,50,6 states,8 symbols,485,17,4,7,8,48,4,0,1.8154,200,200,109,200,0,91,1.0,0.55,1.0,0.7,0.8,0.8,0.787037037037037,80.95,228.57,200,200,138,200,0,62,1.00,0.69,1.00,0.80,0.80,0.80
coffeemachine_1_50,8014,1,50,6 states,8 symbols,473,18,1,6,8,24,4,0,2.2038,200,200,190,200,0,10,1.0,0.95,1.0,1.0,1.0,1.0,0.9583333333333334,94.74,126.32,200,200,194,200,0,6,1.00,0.97,1.00,1.00,1.00,1.00
coffeemachine_0_50,3681,0,50,6 states,8 symbols,489,19,0,6,8,32,4,0,2.9435,200,200,200,200,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,168.42,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00
coffeemachine_7_50,8829,7,50,6 states,8 symbols,468,14,1,5,8,34,4,0,1.437,200,200,100,200,0,100,1.0,0.5,1.0,0.7,0.8,0.8,0.8486842105263157,93.33,226.67,200,200,133,200,0,67,1.00,0.67,1.00,0.80,0.80,0.80
coffeemachine_3_50,5795,3,50,6 states,8 symbols,467,18,3,7,8,33,4,0,1.7986,200,200,141,200,0,59,1.0,0.7,1.0,0.8,0.9,0.9,0.8263888888888888,85.71,157.14,200,200,165,200,0,35,1.00,0.82,1.00,0.90,0.90,0.90
