File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2
coffeemachine_4_25,8307,4,25,6 states,8 symbols,219,14,2,5,8,31,4,0,0.4478,100,100,75,100,0,25,1.0,0.75,1.0,0.9,0.9,0.9,0.825,87.5,193.75,100,100,91,100,0,9,1.00,0.91,1.00,1.00,1.00,1.00
coffeemachine_8_25,5553,8,25,6 states,8 symbols,222,12,3,5,8,27,4,0,0.3361,100,100,47,100,0,53,1.0,0.47,1.0,0.6,0.7,0.7,0.7543859649122806,80.0,180.0,100,100,63,100,0,37,1.00,0.63,1.00,0.80,0.80,0.80
coffeemachine_3_25,5795,3,25,6 states,8 symbols,218,15,4,6,8,78,4,0,0.4301,100,100,81,100,0,19,1.0,0.81,1.0,0.9,0.9,0.9,0.8333333333333334,78.95,410.53,100,100,91,100,0,9,1.00,0.91,1.00,1.00,1.00,1.00
coffeemachine_0_25,3681,0,25,6 states,8 symbols,210,16,2,6,8,63,4,0,0.513,100,100,58,100,0,42,1.0,0.58,1.0,0.7,0.8,0.8,0.8940217391304348,88.89,350.0,100,100,77,100,0,23,1.00,0.77,1.00,0.90,0.90,0.90
coffeemachine_2_25,5315,2,25,6 states,8 symbols,227,12,3,5,8,34,4,0,0.4341,100,100,54,100,0,46,1.0,0.54,1.0,0.7,0.8,0.8,0.7543859649122806,80.0,226.67,100,100,77,100,0,23,1.00,0.77,1.00,0.90,0.90,0.90
coffeemachine_1_25,8014,1,25,6 states,8 symbols,214,13,2,5,8,29,4,0,0.3341,100,100,50,100,0,50,1.0,0.5,1.0,0.7,0.8,0.8,0.8015350877192983,86.67,193.33,100,100,75,100,0,25,1.00,0.75,1.00,0.90,0.90,0.90
coffeemachine_9_25,2925,9,25,6 states,8 symbols,219,13,2,5,8,33,3,0,0.3887,100,100,58,100,0,42,1.0,0.58,1.0,0.7,0.8,0.8,0.8015350877192983,86.67,220.0,100,100,76,100,0,24,1.00,0.76,1.00,0.90,0.90,0.90
coffeemachine_7_25,8829,7,25,6 states,8 symbols,212,12,2,5,8,35,3,0,0.4187,100,100,46,100,0,54,1.0,0.46,1.0,0.6,0.7,0.7,0.6805555555555556,85.71,250.0,100,100,57,100,0,43,1.00,0.57,1.00,0.70,0.80,0.80
coffeemachine_6_25,9998,6,25,6 states,8 symbols,228,13,1,5,8,25,4,0,0.3362,100,100,38,100,0,62,1.0,0.38,1.0,0.6,0.7,0.7,0.7291666666666667,92.86,178.57,100,100,59,100,0,41,1.00,0.59,1.00,0.70,0.80,0.80
coffeemachine_5_25,6578,5,25,6 states,8 symbols,227,12,2,5,8,31,4,0,0.3055,100,100,38,100,0,62,1.0,0.38,1.0,0.6,0.7,0.7,0.6805555555555556,85.71,221.43,100,100,51,100,0,49,1.00,0.51,1.00,0.70,0.80,0.80
