File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
openSSL_4_1200,3121,4,1200,6 states,20 symbols,11925,11,0,3288,1164.5736,6,5,21498,309803,SAT,4.5217,4800.0,4800.0,1726.0,4254.0,546.0,3074.0,0.76,0.36,0.89,0.5,0.6,0.6,0.7333333333333334,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_8_1200,8312,8,1200,6 states,20 symbols,12004,11,0,3448,1328.6313,6,5,22458,323883,SAT,1.5559,4800.0,4800.0,1747.0,4645.0,155.0,3053.0,0.92,0.36,0.97,0.5,0.7,0.7,0.7595238095238095,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_5_1200,1890,5,1200,6 states,20 symbols,11918,11,0,3148,1345.2894,6,5,20658,297483,SAT,4.4477,4800.0,4800.0,1734.0,4677.0,123.0,3066.0,0.93,0.36,0.97,0.5,0.7,0.7,0.7857142857142857,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_2_1200,7810,2,1200,6 states,20 symbols,11884,11,0,3322,1286.2243,6,5,21702,312795,SAT,4.5094,4800.0,4800.0,1739.0,4643.0,157.0,3061.0,0.92,0.36,0.97,0.5,0.7,0.7,0.7595238095238095,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_9_1200,7229,9,1200,6 states,20 symbols,11873,11,0,5627,1036.0586,6,5,35532,515635,SAT,5.4292,4800.0,4800.0,1742.0,4635.0,165.0,3058.0,0.91,0.36,0.97,0.5,0.7,0.7,0.7595238095238095,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_1_1200,858,1,1200,6 states,20 symbols,11914,11,0,3016,1108.4645,6,5,19866,285867,SAT,4.7967,4800.0,4800.0,1753.0,4651.0,149.0,3047.0,0.92,0.37,0.97,0.5,0.7,0.7,0.7595238095238095,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_0_1200,5878,0,1200,6 states,20 symbols,11980,11,0,3221,1096.5409,7,6,24955,416704,SAT,5.5893,4800.0,4800.0,345.0,4800.0,0.0,4455.0,1.0,0.07,1.0,0.1,0.5,0.5,0.7857142857142857,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_7_1200,662,7,1200,6 states,20 symbols,11886,11,0,3202,1161.1417,6,5,20982,302235,SAT,4.4524,4800.0,4800.0,1752.0,4686.0,114.0,3048.0,0.94,0.36,0.98,0.5,0.7,0.7,0.7857142857142857,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_3_1200,2163,3,1200,6 states,20 symbols,11949,11,0,3306,1148.0801,6,5,21606,311387,SAT,4.5902,4800.0,4800.0,1747.0,4627.0,173.0,3053.0,0.91,0.36,0.96,0.5,0.7,0.7,0.7595238095238095,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_6_1200,8807,6,1200,6 states,20 symbols,11907,11,0,5731,1216.1593,6,5,36156,524787,SAT,7.0221,4800.0,4800.0,4800.0,4800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8904761904761904,100.0,0.0,,,,,,,,,,,,,,,,,,,,
