File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
openSSL_1_18,9292,1,18,6 states,20 symbols,153,15,6,76,0.1942,7,6,2940,40284,SAT,0.5747,112.0,112.0,112.0,67.0,45.0,0.0,0.71,1.0,0.6,0.8,0.8,0.8,0.5238095238095238,71.43,0.0,,7,6,2940,40284,SAT,0.4745,112,112,74,83,29,38,0.72,0.66,0.74,0.70,0.70,0.70,0.38095238095238093
openSSL_3_18,6240,3,18,6 states,20 symbols,153,15,6,76,0.1963,7,6,2940,40284,SAT,0.3615,112.0,112.0,112.0,65.0,47.0,0.0,0.7,1.0,0.58,0.8,0.8,0.8,0.5301974448315911,71.43,0.0,,7,6,2940,40284,SAT,0.3691,112,112,80,67,45,32,0.64,0.71,0.60,0.70,0.70,0.70,0.38095238095238093
openSSL_0_18,5989,0,18,6 states,20 symbols,153,15,6,76,0.2004,7,6,2940,40284,SAT,0.3702,112.0,112.0,112.0,58.0,54.0,0.0,0.67,1.0,0.52,0.8,0.8,0.8,0.5301974448315911,71.43,0.0,,7,6,2940,40284,SAT,0.5169,112,112,68,67,45,44,0.60,0.61,0.60,0.60,0.60,0.60,0.38095238095238093
openSSL_9_18,8768,9,18,6 states,20 symbols,153,15,6,76,0.1945,7,6,2940,40284,SAT,0.3565,112.0,112.0,45.0,92.0,20.0,67.0,0.69,0.4,0.82,0.5,0.6,0.6,0.3809523809523809,71.43,0.0,,7,6,2940,40284,SAT,0.3890,112,112,69,74,38,43,0.64,0.62,0.66,0.60,0.60,0.60,0.38095238095238093
openSSL_4_18,6940,4,18,6 states,20 symbols,153,15,6,76,0.1955,7,6,2940,40284,SAT,0.3649,112.0,112.0,112.0,68.0,44.0,0.0,0.72,1.0,0.61,0.8,0.8,0.8,0.5238095238095238,71.43,0.0,,7,6,2940,40284,SAT,0.3675,112,112,77,74,38,35,0.67,0.69,0.66,0.70,0.70,0.70,0.38095238095238093
openSSL_6_18,9758,6,18,6 states,20 symbols,153,15,6,76,0.1949,7,6,2940,40284,SAT,0.6084,112.0,112.0,112.0,59.0,53.0,0.0,0.68,1.0,0.53,0.8,0.8,0.8,0.5476190476190477,71.43,0.0,,7,6,2940,40284,SAT,0.3751,112,112,73,73,39,39,0.65,0.65,0.65,0.70,0.70,0.70,0.38095238095238093
openSSL_7_18,312,7,18,6 states,20 symbols,153,15,6,76,0.2009,7,6,2940,40284,SAT,0.3486,112.0,112.0,112.0,63.0,49.0,0.0,0.7,1.0,0.56,0.8,0.8,0.8,0.5301974448315911,71.43,0.0,,7,6,2940,40284,SAT,0.3938,112,112,68,80,32,44,0.68,0.61,0.71,0.60,0.70,0.70,0.38095238095238093
openSSL_2_18,180,2,18,6 states,20 symbols,153,15,6,76,0.2012,7,6,2940,40284,SAT,0.3588,112.0,112.0,42.0,85.0,27.0,70.0,0.61,0.38,0.76,0.5,0.6,0.6,0.3855981416957026,71.43,0.0,,7,6,2940,40284,SAT,0.3975,112,112,69,68,44,43,0.61,0.62,0.61,0.60,0.60,0.60,0.38095238095238093
openSSL_8_18,7727,8,18,6 states,20 symbols,153,15,6,76,0.1988,7,6,2940,40284,SAT,0.3665,112.0,112.0,112.0,61.0,51.0,0.0,0.69,1.0,0.54,0.8,0.8,0.8,0.5,71.43,0.0,,7,6,2940,40284,SAT,0.3846,112,112,70,70,42,42,0.62,0.62,0.62,0.60,0.60,0.60,0.38095238095238093
openSSL_5_18,3796,5,18,6 states,20 symbols,153,15,6,76,0.1981,7,6,2940,40284,SAT,0.3638,112.0,112.0,112.0,72.0,40.0,0.0,0.74,1.0,0.64,0.8,0.8,0.8,0.5,71.43,0.0,,7,6,2940,40284,SAT,0.4447,112,112,73,71,41,39,0.64,0.65,0.63,0.60,0.60,0.60,0.38095238095238093
