File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
openSSL_0_300,866,0,300,6 states,20 symbols,3075,10,0,1189,100.4226,6,5,8904,125019,SAT,1.1917,1200.0,1200.0,576.0,1115.0,85.0,624.0,0.87,0.48,0.93,0.6,0.7,0.7,0.680952380952381,100.0,0.0,,6,5,8904,125019,SAT,0.6937,1200,1200,597,1108,92,603,0.87,0.50,0.92,0.60,0.70,0.70,0.680952380952381
openSSL_6_300,6237,6,300,6 states,20 symbols,3058,11,0,943,178.728,7,6,9009,143344,SAT,2.3206,1200.0,1200.0,595.0,1085.0,115.0,605.0,0.84,0.5,0.9,0.6,0.7,0.7,0.8571428571428571,100.0,0.0,,7,6,9009,143344,SAT,0.9618,1200,1200,1200,1200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.9523809523809523
openSSL_2_300,6118,2,300,6 states,20 symbols,3086,11,0,908,183.9788,6,5,7218,100363,SAT,1.2809,1200.0,1200.0,593.0,1038.0,162.0,607.0,0.79,0.49,0.86,0.6,0.7,0.7,0.6547619047619048,100.0,0.0,,6,5,7218,100363,SAT,0.5898,1200,1200,595,1033,167,605,0.78,0.50,0.86,0.60,0.70,0.70,0.6547619047619048
openSSL_7_300,2395,7,300,6 states,20 symbols,3107,11,0,864,199.0765,6,5,6954,96491,SAT,0.843,1200.0,1200.0,588.0,1038.0,162.0,612.0,0.78,0.49,0.86,0.6,0.7,0.7,0.6547619047619048,100.0,0.0,,6,5,6954,96491,SAT,0.5317,1200,1200,589,1034,166,611,0.78,0.49,0.86,0.60,0.70,0.70,0.6547619047619048
openSSL_3_300,2753,3,300,6 states,20 symbols,3108,11,0,915,212.379,6,5,7260,100979,SAT,1.1645,1200.0,1200.0,586.0,1117.0,83.0,614.0,0.88,0.49,0.93,0.6,0.7,0.7,0.680952380952381,100.0,0.0,,6,5,7260,100979,SAT,0.5962,1200,1200,597,1108,92,603,0.87,0.50,0.92,0.60,0.70,0.70,0.680952380952381
openSSL_9_300,8960,9,300,6 states,20 symbols,3068,10,0,1294,133.1186,6,5,9534,134259,SAT,1.5156,1200.0,1200.0,581.0,1132.0,68.0,619.0,0.9,0.48,0.94,0.6,0.7,0.7,0.7333333333333334,100.0,0.0,,6,5,9534,134259,SAT,0.6954,1200,1200,594,1112,88,606,0.87,0.49,0.93,0.60,0.70,0.70,0.7333333333333334
openSSL_1_300,6583,1,300,6 states,20 symbols,3097,11,0,953,110.8793,6,5,7488,104323,SAT,0.5598,1200.0,1200.0,591.0,1122.0,78.0,609.0,0.88,0.49,0.94,0.6,0.7,0.7,0.7071428571428572,100.0,0.0,,6,5,7488,104323,SAT,0.5662,1200,1200,592,1115,85,608,0.87,0.49,0.93,0.60,0.70,0.70,0.7071428571428572
openSSL_8_300,8082,8,300,6 states,20 symbols,3025,11,0,877,173.5354,6,5,7032,97635,SAT,0.7798,1200.0,1200.0,588.0,1200.0,0.0,612.0,1.0,0.49,1.0,0.7,0.7,0.7,0.8642857142857143,100.0,0.0,,6,5,7032,97635,SAT,0.7906,1200,1200,1200,1049,151,0,0.89,1.00,0.87,0.90,0.90,0.90,0.8642857142857143
openSSL_4_300,979,4,300,6 states,20 symbols,3072,10,0,1376,122.5456,6,5,10026,141475,SAT,1.7745,1200.0,1200.0,579.0,1113.0,87.0,621.0,0.87,0.48,0.93,0.6,0.7,0.7,0.680952380952381,100.0,0.0,,6,5,10026,141475,SAT,0.8578,1200,1200,597,1109,91,603,0.87,0.50,0.92,0.60,0.70,0.70,0.680952380952381
openSSL_5_300,6634,5,300,6 states,20 symbols,3092,11,0,879,158.5496,6,5,7044,97811,SAT,0.6529,1200.0,1200.0,601.0,1157.0,43.0,599.0,0.93,0.5,0.96,0.7,0.7,0.7,0.7595238095238095,100.0,0.0,,6,5,7044,97811,SAT,0.5481,1200,1200,594,1148,52,606,0.92,0.49,0.96,0.60,0.70,0.70,0.7595238095238095
