File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model(sicco_EDSM),Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
openSSL_3_0,6240,3,0,6 states,20 symbols,153,15,6,76,0.1973,7,6,2940,40284,SAT,0.3684,112.0,112.0,45.0,82.0,30.0,67.0,0.6,0.4,0.73,0.5,0.6,0.6,0.3809523809523809,71.43,0.0,,7,6,2940,40284,SAT,0.3699,112,112,80,67,45,32,0.64,0.71,0.60,0.70,0.70,0.70,0.38095238095238093
openSSL_7_0,312,7,0,6 states,20 symbols,153,15,6,76,0.197,7,6,2940,40284,SAT,0.419,112.0,112.0,48.0,86.0,26.0,64.0,0.65,0.43,0.77,0.5,0.6,0.6,0.4047619047619047,71.43,0.0,,7,6,2940,40284,SAT,0.3653,112,112,68,80,32,44,0.68,0.61,0.71,0.60,0.70,0.70,0.38095238095238093
openSSL_8_0,7727,8,0,6 states,20 symbols,153,15,6,76,0.2056,7,6,2940,40284,SAT,0.3828,112.0,112.0,49.0,89.0,23.0,63.0,0.68,0.44,0.79,0.5,0.6,0.6,0.4047619047619047,71.43,0.0,,7,6,2940,40284,SAT,0.3657,112,112,70,70,42,42,0.62,0.62,0.62,0.60,0.60,0.60,0.38095238095238093
openSSL_4_0,6940,4,0,6 states,20 symbols,153,15,6,76,0.1964,7,6,2940,40284,SAT,0.3799,112.0,112.0,112.0,68.0,44.0,0.0,0.72,1.0,0.61,0.8,0.8,0.8,0.4523809523809524,71.43,0.0,,7,6,2940,40284,SAT,0.3671,112,112,77,74,38,35,0.67,0.69,0.66,0.70,0.70,0.70,0.38095238095238093
openSSL_9_0,8768,9,0,6 states,20 symbols,153,15,6,76,0.1996,7,6,2940,40284,SAT,0.3561,112.0,112.0,112.0,64.0,48.0,0.0,0.7,1.0,0.57,0.8,0.8,0.8,0.5238095238095238,71.43,0.0,,7,6,2940,40284,SAT,0.3901,112,112,69,74,38,43,0.64,0.62,0.66,0.60,0.60,0.60,0.38095238095238093
openSSL_5_0,3796,5,0,6 states,20 symbols,153,15,6,76,0.1959,7,6,2940,40284,SAT,0.3568,112.0,112.0,112.0,72.0,40.0,0.0,0.74,1.0,0.64,0.8,0.8,0.8,0.5,71.43,0.0,,7,6,2940,40284,SAT,0.3838,112,112,73,71,41,39,0.64,0.65,0.63,0.60,0.60,0.60,0.38095238095238093
openSSL_1_0,9292,1,0,6 states,20 symbols,153,15,6,76,0.1951,7,6,2940,40284,SAT,0.3779,112.0,112.0,49.0,91.0,21.0,63.0,0.7,0.44,0.81,0.5,0.6,0.6,0.4047619047619047,71.43,0.0,,7,6,2940,40284,SAT,0.4065,112,112,74,83,29,38,0.72,0.66,0.74,0.70,0.70,0.70,0.38095238095238093
openSSL_2_0,180,2,0,6 states,20 symbols,153,15,6,76,0.2042,7,6,2940,40284,SAT,0.3729,112.0,112.0,112.0,59.0,53.0,0.0,0.68,1.0,0.53,0.8,0.8,0.8,0.4819976771196283,71.43,0.0,,7,6,2940,40284,SAT,0.4661,112,112,69,68,44,43,0.61,0.62,0.61,0.60,0.60,0.60,0.38095238095238093
openSSL_6_0,9758,6,0,6 states,20 symbols,153,15,6,76,0.1949,7,6,2940,40284,SAT,0.6231,112.0,112.0,112.0,59.0,53.0,0.0,0.68,1.0,0.53,0.8,0.8,0.8,0.4523809523809524,71.43,0.0,,7,6,2940,40284,SAT,0.4063,112,112,73,73,39,39,0.65,0.65,0.65,0.70,0.70,0.70,0.38095238095238093
openSSL_0_0,5989,0,0,6 states,20 symbols,153,15,6,76,0.1976,7,6,2940,40284,SAT,0.3691,112.0,112.0,112.0,58.0,54.0,0.0,0.67,1.0,0.52,0.8,0.8,0.8,0.4523809523809524,71.43,0.0,,7,6,2940,40284,SAT,0.3909,112,112,68,67,45,44,0.60,0.61,0.60,0.60,0.60,0.60,0.38095238095238093
